base_id,family,kind,frequency,regime_mode,top_n,score_family,concentrated,overlay_id,target_volatility,vol_window,trend_window,asset_trend_window,risk_on_kind,risk_on_window,candidate_id,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,monthly_win_rate,annualized_turnover,avg_turnover_per_rebalance,average_holdings,avg_gross_exposure,max_gross_exposure,beats_btc_total,beats_btc_sharpe
BTC_BH,benchmark,standard,monthly,always_on,,,True,vol40_trend200,0.4,30,200.0,,none,100,BTC_BH__vol40_trend200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
BTC_BH,benchmark,standard,monthly,always_on,,,True,btc_ma100,,30,,,btc_ma,100,BTC_BH__btc_ma100,0.6857516733724516,0.09553549888612123,0.2232778997383072,0.5186024165029526,0.850282907709385,-0.2540605554642583,0.37603436201083695,0.043478260869565216,0.3494494973671613,1.0,0.06315789473684211,0.06315789473684211,1.0,False,False
BTC_BH,benchmark,standard,monthly,always_on,,,True,btc_ma200,,30,,,btc_ma,200,BTC_BH__btc_ma200,0.27277324893238086,0.04304392730982376,0.24021583377715708,0.2947785008309479,0.4532063728958078,-0.41731613250766275,0.10314465211582347,0.043478260869565216,0.3494494973671613,1.0,0.06746411483253588,0.06746411483253588,1.0,False,False
BTC_BH,benchmark,standard,monthly,always_on,,,True,btc_chandelier30,,30,,,btc_chandelier,100,BTC_BH__btc_chandelier30,1.870213996764766,0.20228923106042407,0.5436704677317276,0.6103296812462553,1.0083056441652307,-0.7663456451340276,0.26396604762469206,0.4782608695652174,0.3494494973671613,1.0,0.8545454545454545,0.8545454545454545,1.0,False,False
BTC_BH,benchmark,standard,monthly,always_on,,,True,asset_ma50,,30,,50.0,none,100,BTC_BH__asset_ma50,0.9061501873691382,0.11930999461035663,0.20079110372112804,0.6594517507659687,1.1431580431316832,-0.2540605554642583,0.4696124291798668,0.043478260869565216,0.3494494973671613,1.0,0.05119617224880383,0.05119617224880383,1.0,False,True
BTC_BH,benchmark,standard,monthly,always_on,,,True,asset_ma100,,30,,100.0,none,100,BTC_BH__asset_ma100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
BTC_BH,benchmark,standard,monthly,always_on,,,True,asset_ma50_btc_ma100,,30,,50.0,btc_ma,100,BTC_BH__asset_ma50_btc_ma100,0.9061501873691382,0.11930999461035663,0.20079110372112804,0.6594517507659687,1.1431580431316832,-0.2540605554642583,0.4696124291798668,0.043478260869565216,0.3494494973671613,1.0,0.05119617224880383,0.05119617224880383,1.0,False,True
BTC_BH,benchmark,standard,monthly,always_on,,,True,asset_ma100_btc_ma100,,30,,100.0,btc_ma,100,BTC_BH__asset_ma100_btc_ma100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
BTC_BH,benchmark,standard,monthly,always_on,,,True,asset_ma50_vol60,0.6,30,,50.0,none,100,BTC_BH__asset_ma50_vol60,0.8701802240536254,0.11559040231309714,0.19495850379581867,0.6563830645792261,1.1355447581452043,-0.24670340572955196,0.4685399537605608,0.043478260869565216,0.3387989560985259,0.969521944232631,0.05119617224880383,0.049866054713562605,0.981201210677924,False,True
BTC_BH,benchmark,standard,monthly,always_on,,,True,asset_ma100_vol60,0.6,30,,100.0,none,100,BTC_BH__asset_ma100_vol60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
ETH_BH,benchmark,standard,monthly,always_on,,,True,none,,30,,,none,100,ETH_BH__none,2.7938641640757367,0.262350388406404,0.770213446094249,0.6867299203305102,1.1699506347909057,-0.7935123205309624,0.33061917454647416,0.5072463768115942,0.17472474868358065,1.0,0.9995215311004785,0.9995215311004785,1.0,True,True
ETH_BH,benchmark,standard,monthly,always_on,,,True,vol30,0.3,30,,,none,100,ETH_BH__vol30,1.0597712129751624,0.13457169095768884,0.5015463799408113,0.5026843220771211,0.8354869032658421,-0.6353940386615287,0.21179249846468032,0.5072463768115942,0.06619430082462045,0.3788490258154305,0.9995215311004785,0.657192559926436,0.8013728116940495,False,False
ETH_BH,benchmark,standard,monthly,always_on,,,True,vol40,0.4,30,,,none,100,ETH_BH__vol40,1.412670875074613,0.1663580232611428,0.5799254079763349,0.5554127622151535,0.9294306438579176,-0.6907954347849528,0.2408209650559296,0.5072463768115942,0.0882590677661606,0.505132034420574,0.9995215311004785,0.7599480893436475,0.8710036297966466,False,False
ETH_BH,benchmark,standard,monthly,always_on,,,True,vol50,0.5,30,,,none,100,ETH_BH__vol50,1.7653918327279063,0.19449909258922893,0.642066995032578,0.5977781791062676,1.0058478230054968,-0.7289296153821937,0.26682835830075147,0.5072463768115942,0.11032383470770075,0.6314150430257175,0.9995215311004785,0.8401185888861838,0.9189097504584773,False,False
ETH_BH,benchmark,standard,monthly,always_on,,,True,vol60,0.6,30,,,none,100,ETH_BH__vol60,2.1179340859350764,0.21980602796690074,0.69308599808775,0.6329430344262422,1.0700375386732026,-0.7567808089360724,0.2904487341267509,0.5072463768115942,0.1323886016492409,0.757698051630861,0.9995215311004785,0.9047132824570695,0.9538862521474614,True,True
ETH_BH,benchmark,standard,monthly,always_on,,,True,vol80,0.8,30,,,none,100,ETH_BH__vol80,2.7938641640757367,0.262350388406404,0.770213446094249,0.6867299203305102,1.1699506347909057,-0.7935123205309624,0.33061917454647416,0.5072463768115942,0.17472474868358065,1.0,0.9995215311004785,0.9995215311004785,1.0,True,True
ETH_BH,benchmark,standard,monthly,always_on,,,True,vol100,1.0,30,,,none,100,ETH_BH__vol100,2.7938641640757367,0.262350388406404,0.770213446094249,0.6867299203305102,1.1699506347909057,-0.7935123205309624,0.33061917454647416,0.5072463768115942,0.17472474868358065,1.0,0.9995215311004785,0.9995215311004785,1.0,True,True
ETH_BH,benchmark,standard,monthly,always_on,,,True,trend100,,30,100.0,,none,100,ETH_BH__trend100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
ETH_BH,benchmark,standard,monthly,always_on,,,True,trend200,,30,200.0,,none,100,ETH_BH__trend200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
ETH_BH,benchmark,standard,monthly,always_on,,,True,vol50_trend100,0.5,30,100.0,,none,100,ETH_BH__vol50_trend100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
ETH_BH,benchmark,standard,monthly,always_on,,,True,vol40_trend200,0.4,30,200.0,,none,100,ETH_BH__vol40_trend200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
ETH_BH,benchmark,standard,monthly,always_on,,,True,btc_ma100,,30,,,btc_ma,100,ETH_BH__btc_ma100,4.066356844850102,0.3277851045659588,0.2902118693003195,1.1180447468917514,2.0452549472616983,-0.2775867892869651,1.180838271907455,0.07246376811594203,0.3494494973671613,1.0,0.06315789473684211,0.06315789473684211,1.0,True,True
ETH_BH,benchmark,standard,monthly,always_on,,,True,btc_ma200,,30,,,btc_ma,200,ETH_BH__btc_ma200,2.130659291977681,0.22067441413429534,0.329848159037169,0.7706570167907236,1.2047324816468916,-0.4504009237868861,0.48995106910284825,0.057971014492753624,0.3494494973671613,1.0,0.06746411483253588,0.06746411483253588,1.0,True,True
ETH_BH,benchmark,standard,monthly,always_on,,,True,btc_chandelier30,,30,,,btc_chandelier,100,ETH_BH__btc_chandelier30,2.7741927256052072,0.26120429550268276,0.7326007406961764,0.6824039972775099,1.136914668501255,-0.7935123205309624,0.3291748454868392,0.43478260869565216,0.3494494973671613,1.0,0.8545454545454545,0.8545454545454545,1.0,True,True
ETH_BH,benchmark,standard,monthly,always_on,,,True,asset_ma50,,30,,50.0,none,100,ETH_BH__asset_ma50,1.0124207113347414,0.12997071245351166,0.22607173829962815,0.650851591718664,1.1076021023791274,-0.24865890353302333,0.522686743192571,0.028985507246376812,0.3494494973671613,1.0,0.02631578947368421,0.02631578947368421,1.0,False,True
ETH_BH,benchmark,standard,monthly,always_on,,,True,asset_ma100,,30,,100.0,none,100,ETH_BH__asset_ma100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
ETH_BH,benchmark,standard,monthly,always_on,,,True,asset_ma50_btc_ma100,,30,,50.0,btc_ma,100,ETH_BH__asset_ma50_btc_ma100,1.0124207113347414,0.12997071245351166,0.22607173829962815,0.650851591718664,1.1076021023791274,-0.24865890353302333,0.522686743192571,0.028985507246376812,0.3494494973671613,1.0,0.02631578947368421,0.02631578947368421,1.0,False,True
ETH_BH,benchmark,standard,monthly,always_on,,,True,asset_ma100_btc_ma100,,30,,100.0,btc_ma,100,ETH_BH__asset_ma100_btc_ma100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
ETH_BH,benchmark,standard,monthly,always_on,,,True,asset_ma50_vol60,0.6,30,,50.0,none,100,ETH_BH__asset_ma50_vol60,0.7674824253335126,0.10463565832425648,0.18823396952202512,0.6214823645517003,1.0221311744388184,-0.22218465156901734,0.47094008332863374,0.028985507246376812,0.2832381485781117,0.8105267018899662,0.02631578947368421,0.022551887679378477,0.89353185593658,False,True
