weight_name,momentum_rank,ret_14_rank,ret_21_rank,accel_rank,near_high_rank,multiple,cagr,sharpe,mdd,turnover
all5_030,0.6464173353405457,0.2460240784999457,0.05350108274950937,0.0003547544251746634,0.05370274898482455,101.2484484409827,2.859329195826812,2.0142311977085465,-0.522432010554729,38.38751376022781
all5_102,0.527959820308993,0.1377593400200238,0.15592294762417222,0.0008413405643917765,0.17751655148241927,100.03780551900986,2.8457753184626604,1.9935393311285483,-0.5373737925034299,39.55973467578052
all5_168,0.23280851407031644,0.03148307810740683,0.6344186812600967,0.037597784731479345,0.06369194183070076,99.6709286277728,2.8416450084315836,2.0336007083930863,-0.5078751284617216,40.731615651330785
all5_166,0.5615888945694831,0.03733480805779156,0.14050418334206702,2.9409389935387997e-05,0.2605427046407228,99.20029177726211,2.8363307857414566,2.0425474535304993,-0.5486544980934076,38.38760569049865
all5_051,0.5668064202569459,0.1936991931149209,0.03440396462240675,0.0021249727133833226,0.202965449292343,98.43275778607799,2.827625734061765,1.9844403916617313,-0.5586532735434798,38.973397992034954
all5_039,0.45400511551201356,0.1279775736761344,0.18247087104795784,0.028521213440149223,0.207025226323745,98.38700137290466,2.827105269101025,1.9737657803480078,-0.5490774197218029,39.55967138380549
all5_057,0.49507276424615737,0.1820245591308304,0.12069649486572857,0.00040830687388756007,0.2017978748833962,98.24891859063985,2.825533581462458,1.9837689501237732,-0.5586532735434797,38.973397992034954
all5_017,0.3446419955198917,0.35574917587117794,0.1274651594155587,0.007716386450599872,0.16442728274277177,95.15143461621938,2.7898592080686724,1.9799331660953916,-0.4998177003518762,39.5597437750976
all5_139,0.4361119791976615,0.17775701422548834,0.21379068474681234,0.03634951108751011,0.1359908107425278,94.48801613269025,2.782111955243637,1.9870612460764217,-0.5373737925034292,39.55954472034213
all5_003,0.2421604793006096,0.4744321751265612,0.22193452449028864,0.029756259889094354,0.031716561193446235,94.28972560240749,2.779788894363106,2.0126269507854753,-0.4894597852870275,40.731459104594315
all5_054,0.6437657594297208,0.027002616368772887,0.27407893207308454,0.0007584295921428323,0.054394262536278805,93.37798611342599,2.7690627533802115,2.120470316961296,-0.5078751284617204,37.801200490314564
all5_053,0.5748024660530862,0.09812916005907608,0.08767205472829503,0.06720550452431118,0.17219081463523167,91.9933030528466,2.752630044293256,1.969254882106577,-0.5373737925034303,40.14563265484305
all5_096,0.442001761842866,0.27000914622828137,0.1539216735253848,0.024728163303300438,0.10933925510016732,91.62695535113654,2.748253169865745,1.9698874016589132,-0.49981770035187634,39.559835755117675
all5_149,0.6060509574459814,0.16176428518619257,0.11930298597523359,0.05500673403660532,0.05787503735598709,90.04005038882146,2.7291496226260783,1.9903760249252285,-0.5373737925034296,38.97334609229394
all5_078,0.5157819574458858,0.06967194746502145,0.1781453579814714,0.09493925900149267,0.14146147810612872,89.01352547429639,2.7166648299264415,1.9677645924438445,-0.5373737925034302,40.145508286272836
all5_008,0.5496714620041053,0.22409119099147895,0.18958130044072888,0.0011154284243538063,0.03554061813933293,88.85709311317582,2.714753338007451,1.9729283316623256,-0.5373737925034301,37.801435794164604
all5_177,0.31112337258641215,0.17046745309112563,0.3676545078664086,0.010976908632660083,0.13977775782339366,87.13169828770366,2.6935105785233815,1.9553955793606088,-0.537373792503429,40.73188942860577
all5_063,0.3795270987904443,0.21779471027280461,0.15733629871765942,0.07232307304090888,0.17301881917818288,86.419129108279,2.684650674873818,1.9431777513280326,-0.49981770035187656,40.145679258479944
all5_097,0.40542639598619606,0.23160129661720016,0.1392763184483369,0.06613747096472371,0.15755851798354314,86.419129108279,2.684650674873818,1.9431777513280326,-0.49981770035187656,40.145679258479944
all5_128,0.43146325223121446,0.17768216361353467,0.20434915460893097,0.03353345132124876,0.15297197822507108,86.27241677491371,2.6828200795764827,1.9416080858009481,-0.5373737925034288,40.14563256878039
all5_150,0.45870535588402594,0.08340662780834651,0.21172397650718724,0.037235731963171044,0.2089283078372692,85.33567363499964,2.671079685021224,1.9552633381778,-0.5490774197218031,40.145711423655904
all5_086,0.3781337237664308,0.0669857064667303,0.41140699436219336,0.10048174539971193,0.04299183000493354,82.02325141124012,2.6288182977388717,1.9628144574483628,-0.5078751284617209,39.559184675197166
all5_037,0.5146934787038464,0.16284676658024708,0.2280328791982885,0.043599643796464346,0.05082723172115374,81.70124138146487,2.624645954663108,1.9544641370970457,-0.5373737925034301,39.55963768814115
all5_163,0.3394968151225455,0.27250895540010234,0.19152323020577042,0.004658427171272771,0.19181257210030903,81.46249878921533,2.6215450058994585,1.9252706284638839,-0.4894597852870276,39.55996444896005
all5_082,0.6115124134128912,0.020992990801763697,0.28447392888956197,0.04443940086934385,0.03858126602643947,80.06965012508839,2.6033243886926347,2.0953903811827446,-0.5078751284617216,37.801556642587876
all5_031,0.4351449965602712,0.11826919715151409,0.20308243369210427,0.02607168364761343,0.21743168894849688,80.02881250363878,2.602786797030966,1.9273042535482903,-0.5490774197218028,40.14571133759325
all5_134,0.3785011803172151,0.06401730688524097,0.3486814816277472,0.03567125852776244,0.17312877264203433,78.80364473024771,2.5865674878862515,1.934232427959494,-0.5373737925034299,40.1455841655942
all5_116,0.5046701751932553,0.08095236516095831,0.15637161567818672,0.13840530586712216,0.11960053810047744,78.74059915783396,2.5857280500723028,1.9234682213432266,-0.5373737925034301,40.14546153246577
all5_123,0.30927627096496535,0.081181907767663,0.3866573418050352,0.005779958308843837,0.21710452115349269,78.69284283201645,2.585091868590475,1.9236688638289219,-0.5486544980498036,39.55970527086301
all5_036,0.47896116461606336,0.18021077383440365,0.18757241613083145,0.09757510720915638,0.05568053820954538,76.37835549479362,2.5539266664896756,1.916576622336,-0.5373737925034299,39.55963967070883
all5_100,0.40373525260390986,0.19171958405798414,0.3720029937076854,0.004345934600258946,0.028196235030161835,75.81498238296517,2.5462398042499395,1.932115833894585,-0.5373737925034301,40.14556401718702
all5_093,0.4048332442832915,0.07100611996735924,0.3343314872843522,0.077848924108446,0.11198022435655118,75.61819857595194,2.5435452937079326,1.9271104243642863,-0.5373737925034301,39.55957679305709
all5_069,0.3003012513200807,0.09348055457936424,0.4083306533584998,0.0027395758667060673,0.19514796487534913,74.71015899366282,2.5310470670114675,1.9132113696517032,-0.5268929272132583,39.56014460243684
all5_089,0.36387664287667976,0.25037857024711596,0.2778277683101379,0.021175594977892565,0.08674142358817381,74.47310960854287,2.527766650046957,1.9253138205175677,-0.49981770035187667,39.55958624438435
all5_094,0.39610985562717016,0.21593268089100837,0.26888053237382425,0.017854642915314228,0.10122228819268302,74.36813522976377,2.526311597634319,1.9190585470290573,-0.5373737925034294,38.97369191793105
all5_174,0.4608673301952509,0.20585730016334552,0.3014902020112262,0.01910067569863941,0.012684491931537971,73.4886766199035,2.514063945132057,1.921444278255633,-0.5373737925034302,40.14556401718702
all5_156,0.7373464447089019,0.035733883556378715,0.17075734941126144,0.0017153716266618871,0.05444695069679597,72.37909606573433,2.498462675325709,2.0257065100721707,-0.5078751284617207,36.62895751714585
all5_160,0.42718125151124586,0.18388428433933554,0.2125142663575854,0.06388487888192898,0.11253531890990436,70.14125289825041,2.4664751285615294,1.891912214509475,-0.5373737925034301,39.55953542278077
