rebalance_date,coin_id,coin_rank,coin_score,coin_weight,score_family,btc_gate_open,executed_coin_id,executed_weight
2023-11-04,solana,1,0.7052631578947368,1.0,ctrend_lite_breakout,True,solana,1.0
2023-11-25,cardano,1,0.6508771929824563,1.0,ctrend_lite_breakout,True,cardano,1.0
2023-12-16,internet-computer,1,0.7114035087719297,1.0,ctrend_lite_breakout,False,,0.0
2024-01-06,binancecoin,1,0.7096491228070174,1.0,ctrend_lite_breakout,True,binancecoin,1.0
2024-01-27,tron,1,0.7666666666666666,1.0,ctrend_lite_breakout,False,,0.0
2024-02-17,tron,1,0.7035087719298246,1.0,ctrend_lite_breakout,True,tron,1.0
2024-03-09,near,1,0.6548245614035088,1.0,ctrend_lite_breakout,True,near,1.0
2024-03-30,solana,1,0.6333333333333333,1.0,ctrend_lite_breakout,True,solana,1.0
2024-04-20,the-open-network,1,0.6964912280701754,1.0,ctrend_lite_breakout,False,,0.0
2024-05-11,tron,1,0.7109649122807016,1.0,ctrend_lite_breakout,False,,0.0
2024-06-01,pepe,1,0.7048245614035087,1.0,ctrend_lite_breakout,False,,0.0
2024-06-22,tron,1,0.7346491228070174,1.0,ctrend_lite_breakout,False,,0.0
2024-07-13,tron,1,0.7456140350877193,1.0,ctrend_lite_breakout,False,,0.0
2024-08-03,ripple,1,0.73640350877193,1.0,ctrend_lite_breakout,False,,0.0
2024-08-24,tron,1,0.7192982456140351,1.0,ctrend_lite_breakout,True,tron,1.0
2024-09-14,internet-computer,1,0.63859649122807,1.0,ctrend_lite_breakout,True,internet-computer,1.0
2024-10-05,bittensor,1,0.7407894736842104,1.0,ctrend_lite_breakout,False,,0.0
2024-10-26,dogecoin,1,0.7026315789473683,1.0,ctrend_lite_breakout,True,dogecoin,1.0
2024-11-16,stellar,1,0.7429824561403507,1.0,ctrend_lite_breakout,True,stellar,1.0
2024-12-07,uniswap,1,0.5679824561403509,1.0,ctrend_lite_breakout,True,uniswap,1.0
2024-12-28,bitget-token,1,0.6894736842105262,1.0,ctrend_lite_breakout,False,,0.0
2025-01-18,solana,1,0.7328947368421052,1.0,ctrend_lite_breakout,True,solana,1.0
2025-02-08,binancecoin,1,0.7197368421052631,1.0,ctrend_lite_breakout,False,,0.0
2025-03-01,litecoin,1,0.757017543859649,1.0,ctrend_lite_breakout,False,,0.0
2025-03-22,binancecoin,1,0.7179824561403507,1.0,ctrend_lite_breakout,True,binancecoin,1.0
2025-04-12,tron,1,0.6991228070175438,1.0,ctrend_lite_breakout,True,tron,1.0
2025-05-03,monero,1,0.7267543859649122,1.0,ctrend_lite_breakout,True,monero,1.0
2025-05-24,hyperliquid,1,0.7052631578947368,1.0,ctrend_lite_breakout,True,hyperliquid,1.0
2025-06-14,bitcoin-cash,1,0.743859649122807,1.0,ctrend_lite_breakout,True,bitcoin-cash,1.0
2025-07-05,bitcoin-cash,1,0.7048245614035087,1.0,ctrend_lite_breakout,True,bitcoin-cash,1.0
2025-07-26,hedera-hashgraph,1,0.663157894736842,1.0,ctrend_lite_breakout,False,,0.0
2025-08-16,cardano,1,0.6907894736842105,1.0,ctrend_lite_breakout,True,cardano,1.0
2025-09-06,binancecoin,1,0.7078947368421051,1.0,ctrend_lite_breakout,False,,0.0
2025-09-27,mantle,1,0.7394736842105264,1.0,ctrend_lite_breakout,False,,0.0
2025-10-18,monero,1,0.7328947368421053,1.0,ctrend_lite_breakout,False,,0.0
2025-11-08,monero,1,0.7609649122807016,1.0,ctrend_lite_breakout,False,,0.0
2025-11-29,monero,1,0.7035087719298245,1.0,ctrend_lite_breakout,False,,0.0
2025-12-20,monero,1,0.719298245614035,1.0,ctrend_lite_breakout,False,,0.0
2026-01-10,world-liberty-financial,1,0.6464912280701754,1.0,ctrend_lite_breakout,True,world-liberty-financial,1.0
2026-01-31,hyperliquid,1,0.7438596491228069,1.0,ctrend_lite_breakout,False,,0.0
2026-02-21,tron,1,0.7359649122807017,1.0,ctrend_lite_breakout,False,,0.0
2026-03-14,hyperliquid,1,0.7026315789473684,1.0,ctrend_lite_breakout,True,hyperliquid,1.0
2026-04-04,tron,1,0.725,1.0,ctrend_lite_breakout,False,,0.0
2026-04-25,zcash,1,0.6184210526315789,1.0,ctrend_lite_breakout,True,zcash,1.0
2026-05-16,tron,1,0.6565789473684209,1.0,ctrend_lite_breakout,False,,0.0
2026-06-06,stellar,1,0.7311403508771929,1.0,ctrend_lite_breakout,False,,0.0
2026-06-27,tron,1,0.7679824561403509,1.0,ctrend_lite_breakout,False,,0.0
2026-07-18,uniswap,1,0.6881578947368421,1.0,ctrend_lite_breakout,True,uniswap,1.0
2026-08-08,monero,1,0.6671052631578948,1.0,ctrend_lite_breakout,True,monero,1.0
2026-08-29,zcash,1,0.7118421052631579,1.0,ctrend_lite_breakout,True,zcash,1.0
2026-09-19,avalanche-2,1,0.6833333333333332,1.0,ctrend_lite_breakout,True,avalanche-2,1.0
