candidate_id,frequency,score_family,include_btc,stop_kind,stop_lookback,ma_window,stop_confirm_days,risk_off_asset,initial_asset,multiple_2bps,cagr_2bps,sharpe_2bps,dd_2bps,turnover_2bps,multiple_20bps,sharpe_20bps,dd_20bps
overlay__21D__ctrend_lite_breakout__btc0__ma75__c2__rocash__inbtc,21D,ctrend_lite_breakout,False,ma,,75.0,2,cash,btc,15.821259183555336,0.7943189394729719,1.1106381126598608,-0.6080548500487841,15.031902552204176,13.919995216567342,1.0753376235469236,-0.6122727772156467
overlay__21D__ctrend_lite_breakout__btc0__ma75__c1__rocash__incash,21D,ctrend_lite_breakout,False,ma,,75.0,1,cash,cash,15.30016993132442,0.781641263883261,1.1049478749665869,-0.6498350362517562,15.455336426914153,13.413151801559664,1.0682560949518156,-0.6554695248939603
overlay__21D__ctrend_lite_breakout__btc0__ma75__c1__rocash__inbtc,21D,ctrend_lite_breakout,False,ma,,75.0,1,cash,btc,15.30016993132442,0.781641263883261,1.1049478749665869,-0.6498350362517562,15.455336426914153,13.413151801559664,1.0682560949518156,-0.6554695248939603
overlay__21D__ctrend_lite_breakout__btc0__trailing15__c2__robtc__incash,21D,ctrend_lite_breakout,False,trailing,15.0,,2,btc,cash,15.213924831103917,0.7795102753982479,1.113853561387534,-0.7513806034807661,29.00522041763341,11.882528399635872,1.0459087955249664,-0.7584529133271327
overlay__21D__ctrend_lite_breakout__btc0__trailing15__c2__robtc__inbtc,21D,ctrend_lite_breakout,False,trailing,15.0,,2,btc,btc,15.213924831103917,0.7795102753982479,1.113853561387534,-0.7513806034807661,29.00522041763341,11.882528399635872,1.0459087955249664,-0.7584529133271327
overlay__21D__ctrend_lite_breakout__btc0__ma75__c2__robtc__incash,21D,ctrend_lite_breakout,False,ma,,75.0,2,btc,cash,15.101142218953804,0.7767091684879994,1.063417753010576,-0.6926948751602195,20.959976798143853,12.631317859397978,1.0202891830956387,-0.695453653577049
overlay__21D__ctrend_lite_breakout__btc0__ma75__c2__robtc__inbtc,21D,ctrend_lite_breakout,False,ma,,75.0,2,btc,btc,15.101142218953804,0.7767091684879994,1.063417753010576,-0.6926948751602195,20.959976798143853,12.631317859397978,1.0202891830956387,-0.695453653577049
overlay__21D__ctrend_lite_breakout__btc1__trailing11__c2__robtc__incash,21D,ctrend_lite_breakout,True,trailing,11.0,,2,btc,cash,15.094777642083017,0.7765506047627384,1.1234167392177568,-0.6361569505339735,29.42865429234339,11.747011817667358,1.0528296986834873,-0.6458696663369587
overlay__21D__ctrend_lite_breakout__btc1__trailing11__c2__robtc__inbtc,21D,ctrend_lite_breakout,True,trailing,11.0,,2,btc,btc,15.094777642083017,0.7765506047627384,1.1234167392177568,-0.6361569505339735,29.42865429234339,11.747011817667358,1.0528296986834873,-0.6458696663369587
overlay__21D__ctrend_lite_breakout__btc0__trailing13__c2__robtc__incash,21D,ctrend_lite_breakout,False,trailing,13.0,,2,btc,cash,15.021481518763512,0.7747207346756007,1.1083924778068333,-0.704282587195332,32.39269141531322,11.398431413370385,1.0330029468951298,-0.7137307391365015
overlay__21D__ctrend_lite_breakout__btc0__trailing13__c2__robtc__inbtc,21D,ctrend_lite_breakout,False,trailing,13.0,,2,btc,btc,15.021481518763512,0.7747207346756007,1.1083924778068333,-0.704282587195332,32.39269141531322,11.398431413370385,1.0330029468951298,-0.7137307391365015
overlay__21D__ctrend_lite_breakout__btc0__trailing20__c2__robtc__incash,21D,ctrend_lite_breakout,False,trailing,20.0,,2,btc,cash,14.92942484245229,0.7724125012159033,1.0732165353752134,-0.7556932921365234,29.852088167053363,11.576488735892719,1.0085855540676654,-0.7656220232216213
overlay__21D__ctrend_lite_breakout__btc0__trailing20__c2__robtc__inbtc,21D,ctrend_lite_breakout,False,trailing,20.0,,2,btc,btc,14.92942484245229,0.7724125012159033,1.0732165353752134,-0.7556932921365234,29.852088167053363,11.576488735892719,1.0085855540676654,-0.7656220232216213
overlay__21D__ctrend_lite_breakout__btc0__ma75__c1__robtc__incash,21D,ctrend_lite_breakout,False,ma,,75.0,1,btc,cash,14.474233169739982,0.7608312551132459,1.054390879880483,-0.7111547509154321,22.23027842227378,11.976604378392892,1.0082874495465826,-0.7158059367152502
overlay__21D__ctrend_lite_breakout__btc0__ma75__c1__robtc__inbtc,21D,ctrend_lite_breakout,False,ma,,75.0,1,btc,btc,14.474233169739982,0.7608312551132459,1.054390879880483,-0.7111547509154321,22.23027842227378,11.976604378392892,1.0082874495465826,-0.7158059367152502
overlay__21D__ctrend_lite_breakout__btc0__trailing20__c1__rocash__incash,21D,ctrend_lite_breakout,False,trailing,20.0,,1,cash,cash,14.267025754133677,0.7554640568468478,1.12446453221626,-0.6365007477777589,16.725638051044083,12.37346910494401,1.0807263426369729,-0.6518875082347082
