,strategy_5bps,strategy_8bps,strategy_10bps,strategy_15bps,btc
2022-03-23,0.010853847482723777,0.010853847482723777,0.010853847482723777,0.010853847482723777,0.012610105824270246
2022-03-24,-0.00593673690298635,-0.00593673690298635,-0.00593673690298635,-0.00593673690298635,0.02489862297682155
2022-03-25,-0.019345976248301477,-0.019345976248301477,-0.019345976248301477,-0.019345976248301477,0.008821419812913067
2022-03-26,0.005552060046019047,0.005552060046019047,0.005552060046019047,0.005552060046019047,0.0034295797777139647
2022-03-27,0.020625782287803984,0.020293653556088254,0.0200722344016111,0.019518686515418215,0.05212633406517808
2022-03-28,-0.02464879833993805,-0.02464879833993805,-0.02464879833993805,-0.02464879833993805,0.0065678867483907055
2022-03-29,0.06614354480867668,0.06614354480867668,0.06614354480867668,0.06614354480867668,0.007166115440241816
2022-03-30,-0.00422370915926773,-0.00422370915926773,-0.00422370915926773,-0.00422370915926773,-0.008491720694859706
2022-03-31,-0.031138414130892245,-0.031138414130892245,-0.031138414130892245,-0.031138414130892245,-0.03238208613058857
2022-04-01,0.06105705285137808,0.06105705285137808,0.06105705285137808,0.06105705285137808,0.016315077848641835
2022-04-02,0.004673401951093448,0.004673401951093448,0.004673401951093448,0.004673401951093448,-0.008917030382410318
2022-04-03,0.03200597882139866,0.03152638427282728,0.03120665457377969,0.030407330326160942,0.012745395984754992
