family,variant_id,offset_days,cost_bps,multiple,cagr,sharpe,max_drawdown,annualized_turnover,average_holdings
gate,gate_ma100,1,2.0,5.748252878658378,0.4481268543337662,0.908871250848463,-0.5979587551447753,15.446376811594204,0.37565217391304345
gate,gate_ma100,1,20.0,5.039242643876214,0.4083241413387293,0.8616862973640483,-0.6093925546372781,15.446376811594204,0.37565217391304345
gate,gate_ma200,1,2.0,2.7403791108688638,0.23791814751002893,0.6449763850620805,-0.6648730359341128,16.292753623188407,0.4289855072463768
gate,gate_ma200,1,20.0,2.3850885557353507,0.20205433332126144,0.597878522557578,-0.6755764507128321,16.292753623188407,0.4289855072463768
stop_grid,stop_ma20_c1,1,2.0,1.609405865552771,0.10599866718949946,0.4400476292463776,-0.4631451026251491,18.408695652173915,0.20521739130434782
stop_grid,stop_ma20_c1,1,20.0,1.3758623016726887,0.06988886730616062,0.36733714674647105,-0.48771950191034175,18.408695652173915,0.20521739130434782
stop_grid,stop_ma20_c2,1,2.0,1.9614958381326755,0.1533090669546524,0.5255449885448221,-0.5312204699761693,18.408695652173915,0.24
stop_grid,stop_ma20_c2,1,20.0,1.6768399106374967,0.11565181026223592,0.45884113811408683,-0.557492594815676,18.408695652173915,0.24
stop_grid,stop_ma20_c3,1,2.0,1.9308209901888533,0.1494667773918288,0.5186223158577621,-0.5056306748691116,18.408695652173915,0.24695652173913044
stop_grid,stop_ma20_c3,1,20.0,1.6506166537307168,0.11193497716940803,0.452538671904624,-0.5333369457167333,18.408695652173915,0.24695652173913044
stop_grid,stop_ma50_c1,1,2.0,2.269848306656041,0.18951674346726044,0.5856762157896295,-0.4561089985802014,18.831884057971017,0.26608695652173914
stop_grid,stop_ma50_c1,1,20.0,1.9334553022497523,0.14979862892015916,0.5189310173580117,-0.4794525692845626,18.831884057971017,0.26608695652173914
stop_grid,stop_ma50_c2,1,2.0,1.938192138623997,0.15039444563379378,0.5199552742401544,-0.5287862226229364,18.831884057971017,0.2811594202898551
stop_grid,stop_ma50_c2,1,20.0,1.6509442311179798,0.11198169349953391,0.4536898016149978,-0.5446500482492105,18.831884057971017,0.2811594202898551
stop_grid,stop_ma50_c3,1,2.0,1.836479250385516,0.13733999850503453,0.4976566238523472,-0.5287862226229364,18.831884057971017,0.28231884057971013
stop_grid,stop_ma50_c3,1,20.0,1.564305603955408,0.09936314663412338,0.4314581858160232,-0.5446500482492105,18.831884057971017,0.28231884057971013
stop_grid,stop_ma65_c1,1,2.0,2.223094001148698,0.18428669035351275,0.5772315684054213,-0.46264689537427606,17.985507246376812,0.2620289855072464
stop_grid,stop_ma65_c1,1,20.0,1.907328478762909,0.14649146663675716,0.5132744457946133,-0.47886050661731694,17.985507246376812,0.2620289855072464
stop_grid,stop_ma65_c2,1,2.0,2.242469060432715,0.1864644552264101,0.5807887095279808,-0.4584108307458413,17.985507246376812,0.26492753623188403
stop_grid,stop_ma65_c2,1,20.0,1.923951528589425,0.1485997305085507,0.516891416936969,-0.4747522572085111,17.985507246376812,0.26492753623188403
stop_grid,stop_ma65_c3,1,2.0,2.109579168781141,0.17121802590624546,0.5551104187080702,-0.45669009902119817,18.408695652173915,0.27420289855072466
stop_grid,stop_ma65_c3,1,20.0,1.8034187716864643,0.1329741075971893,0.49001122174323136,-0.4871391793049066,18.408695652173915,0.27420289855072466
stop_grid,stop_ma75_c1,1,2.0,2.2692500753650755,0.18945036250067493,0.585806175927888,-0.46264689537427606,17.985507246376812,0.26260869565217393
stop_grid,stop_ma75_c1,1,20.0,1.9469286012837284,0.1514903457945258,0.5218495079188818,-0.47886050661731694,17.985507246376812,0.26260869565217393
stop_grid,stop_ma75_c2,1,2.0,2.239872443244384,0.1861734571615805,0.580300170404375,-0.4590379518824107,17.985507246376812,0.2672463768115942
stop_grid,stop_ma75_c2,1,20.0,1.921723731695011,0.1483180193309679,0.5164076035027194,-0.47536045615365086,17.985507246376812,0.2672463768115942
stop_grid,stop_ma75_c3,1,2.0,2.1858844777707924,0.18006201725484705,0.5699680912942209,-0.4551413779166217,17.985507246376812,0.27014492753623187
stop_grid,stop_ma75_c3,1,20.0,1.8753966933971746,0.14240065772487753,0.5062594358238073,-0.4715835549295341,17.985507246376812,0.27014492753623187
stop_grid,stop_ma100_c1,1,2.0,1.7754243590189824,0.12922762179141456,0.4846991022696897,-0.45514137791662224,17.139130434782608,0.25333333333333335
stop_grid,stop_ma100_c1,1,20.0,1.5342643900746564,0.09485907409686045,0.4197264985321035,-0.4753604044508659,17.139130434782608,0.25333333333333335
stop_grid,stop_ma100_c2,1,2.0,1.6713065480288538,0.11487135609706134,0.45777750383998467,-0.45514137791662224,17.139130434782608,0.2544927536231884
stop_grid,stop_ma100_c2,1,20.0,1.4442891405163216,0.08093974776947843,0.3928899409153243,-0.4753604044508659,17.139130434782608,0.2544927536231884
stop_grid,stop_ma100_c3,1,2.0,1.6872048103111086,0.11710828286285757,0.4619954392395834,-0.45514137791662224,17.139130434782608,0.25507246376811593
stop_grid,stop_ma100_c3,1,20.0,1.4580279053134944,0.08310859266873538,0.3971061776810256,-0.4753604044508659,17.139130434782608,0.25507246376811593
stop_grid,stop_ma150_c1,1,2.0,1.6738633476302154,0.11523223311932895,0.45826862611265334,-0.44866169766149755,16.292753623188407,0.2284057971014493
stop_grid,stop_ma150_c1,1,20.0,1.4569683653832237,0.08294190498055198,0.39597026031428845,-0.475793792435631,16.292753623188407,0.2284057971014493
stop_grid,stop_ma150_c2,1,2.0,1.6941256538910638,0.11807687536690037,0.4636831332242382,-0.4466599779217917,16.71594202898551,0.2301449275362319
stop_grid,stop_ma150_c2,1,20.0,1.469300272432187,0.08487608514230915,0.39977931941614975,-0.4710387583763518,16.71594202898551,0.2301449275362319
stop_grid,stop_ma150_c3,1,2.0,1.5739324065851867,0.10079206169144861,0.4309013339542933,-0.45514137791662224,16.71594202898551,0.23594202898550726
stop_grid,stop_ma150_c3,1,20.0,1.3650577266650394,0.06810453623921142,0.3673900054176315,-0.4753604044508659,16.71594202898551,0.23594202898550726
stop_grid,stop_ma200_c1,1,2.0,1.4025253045303376,0.0742453554132172,0.37530501684434353,-0.5022637591372306,15.869565217391305,0.22318840579710145
stop_grid,stop_ma200_c1,1,20.0,1.225197241317996,0.04393799972279688,0.3117336385061253,-0.5190185743905928,15.869565217391305,0.22318840579710145
stop_grid,stop_ma200_c2,1,2.0,1.1604886558944432,0.03201396297420467,0.28779272233679,-0.5616971276457551,16.292753623188407,0.22608695652173913
stop_grid,stop_ma200_c2,1,20.0,1.0101154687555907,0.002133128724077782,0.2232125885378128,-0.5779750022176151,16.292753623188407,0.22608695652173913
stop_grid,stop_ma200_c3,1,2.0,1.0100763988766388,0.0021249222106018983,0.22450901727724515,-0.6027100648304198,16.71594202898551,0.23130434782608697
stop_grid,stop_ma200_c3,1,20.0,0.8760303727401072,-0.02763272688685492,0.15870777997510085,-0.6174647838643534,16.71594202898551,0.23130434782608697
trailing_grid,trailing_lb5_c2,1,2.0,0.38559238509721994,-0.18270962820271575,-0.5548976366991403,-0.6705340527632353,16.71594202898551,0.16579710144927537
trailing_grid,trailing_lb5_c2,1,20.0,0.3344248716727404,-0.20697669572432265,-0.6565464875807674,-0.6951012375788368,16.71594202898551,0.16579710144927537
trailing_grid,trailing_lb7_c2,1,2.0,0.43137633242766776,-0.16306275117017965,-0.36057485472336803,-0.6378270537332356,18.831884057971017,0.2110144927536232
trailing_grid,trailing_lb7_c2,1,20.0,0.3674489996470628,-0.1910068297756562,-0.45906059546951106,-0.6784273207935108,18.831884057971017,0.2110144927536232
trailing_grid,trailing_lb10_c2,1,2.0,0.5684702378478681,-0.11270614805006851,-0.03690673710571944,-0.743781362352196,17.56231884057971,0.2539130434782609
trailing_grid,trailing_lb10_c2,1,20.0,0.48948829134575245,-0.14036677714956802,-0.10536108979111303,-0.7705987278210921,17.56231884057971,0.2539130434782609
trailing_grid,trailing_lb11_c2,1,2.0,2.1858844777707924,0.18006201725484705,0.5699680912942209,-0.4551413779166217,17.985507246376812,0.27014492753623187
trailing_grid,trailing_lb11_c2,1,20.0,1.8753966933971746,0.14240065772487753,0.5062594358238073,-0.4715835549295341,17.985507246376812,0.27014492753623187
trailing_grid,trailing_lb14_c2,1,2.0,1.4908398740206557,0.08822395090934765,0.4096336654343387,-0.6378880090525489,17.985507246376812,0.27420289855072466
trailing_grid,trailing_lb14_c2,1,20.0,1.2790675652322667,0.0534918047323969,0.3443234210378743,-0.6667001789831073,17.985507246376812,0.27420289855072466
trailing_grid,trailing_lb20_c2,1,2.0,2.1355467061731113,0.1742556325235518,0.5615151047229388,-0.6221531878485995,17.139130434782608,0.3008695652173913
trailing_grid,trailing_lb20_c2,1,20.0,1.8454264661278101,0.13851088681295054,0.5009827450154853,-0.6388001754355418,17.139130434782608,0.3008695652173913
trailing_grid,trailing_lb30_c2,1,2.0,8.411344177926134,0.5696747448558199,1.0468521087835903,-0.3940045137345647,17.139130434782608,0.3443478260869565
trailing_grid,trailing_lb30_c2,1,20.0,7.2685229717245345,0.521888180755985,0.9941778613566413,-0.39835917506948504,17.139130434782608,0.3443478260869565
trailing_grid,trailing_lb50_c2,1,2.0,9.414790818745551,0.6075785905684001,1.0809782280478755,-0.5277371592854634,16.71594202898551,0.3872463768115942
trailing_grid,trailing_lb50_c2,1,20.0,8.164845796550733,0.5598212580094606,1.0301695773506119,-0.537847002195939,16.71594202898551,0.3872463768115942
trailing_grid,trailing_lb65_c2,1,2.0,5.615105886388789,0.4409594855450678,0.8974906905262512,-0.5987491894792885,16.71594202898551,0.391304347826087
trailing_grid,trailing_lb65_c2,1,20.0,4.869564042079635,0.3981484790372032,0.8469882835478616,-0.610862360970893,16.71594202898551,0.391304347826087
