candidate,train_percentile,test_percentile,train_sharpe,test_sharpe
primary,0.46875,0.90625,0.061181632672286775,0.08056546212834
parameter_ensemble_20bps,0.25,0.5,0.053865904205597157,0.07607771438982378
primary,0.46875,0.875,0.05227896935230013,0.08672312689093706
parameter_ensemble_20bps,0.21875,0.46875,0.045613763658912225,0.08133520764475867
primary,0.71875,0.84375,0.07922534070821566,0.06877210490786467
parameter_ensemble_20bps,0.28125,0.53125,0.07244863125533772,0.06375044556756085
primary,0.40625,0.84375,0.039069117582981774,0.09474154243595169
parameter_ensemble_20bps,0.21875,0.5,0.03027370899618097,0.0912061346432937
primary,0.46875,0.875,0.06617853680921573,0.07674145451483326
parameter_ensemble_20bps,0.21875,0.53125,0.05719764086390525,0.07360953762157843
primary,0.46875,0.84375,0.058147947094882226,0.08317215642394747
parameter_ensemble_20bps,0.1875,0.53125,0.04957227154454226,0.07904093001227071
primary,0.625,0.75,0.037052464026596885,0.09476632567142544
parameter_ensemble_20bps,0.25,0.53125,0.025668941678385078,0.0919507480118203
primary,0.75,0.8125,0.06657601108490793,0.0773379745871552
parameter_ensemble_20bps,0.40625,0.5625,0.05569162229861862,0.07501350474171165
primary,0.78125,0.78125,0.05925854394748264,0.08370706241533314
parameter_ensemble_20bps,0.375,0.46875,0.04820625068061283,0.08036557668079389
primary,0.625,0.8125,0.0438837842080175,0.09136839409941218
parameter_ensemble_20bps,0.21875,0.59375,0.03046986861922987,0.08978811638202806
primary,0.46875,0.90625,0.06726373553007822,0.07687756347388854
parameter_ensemble_20bps,0.25,0.46875,0.0609429769240366,0.07139640577252976
primary,0.59375,0.90625,0.09059858010286254,0.0576033177566782
parameter_ensemble_20bps,0.25,0.46875,0.08405793268919423,0.052466502374117006
primary,0.71875,0.84375,0.08682791726637694,0.06546082384197278
parameter_ensemble_20bps,0.40625,0.5,0.08130758442802731,0.0595316226466747
primary,0.5,0.90625,0.07211371399665845,0.07303581868743958
parameter_ensemble_20bps,0.21875,0.5,0.06417273410464307,0.06890500696458968
primary,0.78125,0.8125,0.07361428206492894,0.07385986988378868
parameter_ensemble_20bps,0.4375,0.4375,0.0638077139946104,0.07057918984091802
primary,0.875,0.59375,0.05651637531081567,0.09245713637229964
parameter_ensemble_20bps,0.46875,0.28125,0.0524339904292577,0.084406054046439
primary,0.8125,0.78125,0.07623467880260296,0.0685177428861299
parameter_ensemble_20bps,0.5625,0.34375,0.07491183027038446,0.05592493396879005
primary,0.84375,0.5,0.07557113652662825,0.06786687388655935
parameter_ensemble_20bps,0.625,0.21875,0.07349333583188411,0.057372552984641285
primary,0.8125,0.78125,0.0677017200760547,0.08126885673520466
parameter_ensemble_20bps,0.5,0.25,0.06368832342602379,0.07281369996904143
primary,0.84375,0.65625,0.05997071407757084,0.08620137446512709
parameter_ensemble_20bps,0.5625,0.25,0.056936772171456804,0.07720369619880675
primary,0.84375,0.5,0.07940737868945719,0.06291546165559124
parameter_ensemble_20bps,0.46875,0.21875,0.07595724552458256,0.05403061888480672
primary,0.75,0.8125,0.0753018261774857,0.06775226862108064
parameter_ensemble_20bps,0.46875,0.46875,0.07116630939268205,0.06023853700906885
primary,0.90625,0.5,0.07483503299301358,0.0679314968243792
parameter_ensemble_20bps,0.46875,0.25,0.06975068149294107,0.06182546218518894
primary,0.90625,0.75,0.06616967752624683,0.07901115497963233
parameter_ensemble_20bps,0.46875,0.34375,0.059053443780824624,0.07492856719140324
primary,0.90625,0.65625,0.058110320961694294,0.08488749231025629
parameter_ensemble_20bps,0.5,0.3125,0.051705947179048355,0.07975111109533645
primary,0.9375,0.5625,0.07885140091775496,0.06328305568740412
parameter_ensemble_20bps,0.5,0.28125,0.07239021662365032,0.05882434417916162
primary,0.71875,0.71875,0.09428154903011195,0.042917439655121806
parameter_ensemble_20bps,0.5625,0.21875,0.09213995307509919,0.03294192744844462
primary,0.71875,0.84375,0.08557684982098876,0.053918050572525356
parameter_ensemble_20bps,0.5,0.375,0.08145620789598934,0.045977055592274316
primary,0.71875,0.875,0.07935139306701082,0.06268868860900606
parameter_ensemble_20bps,0.53125,0.34375,0.07629268606379459,0.054211810458408935
primary,0.78125,0.6875,0.09775734010135628,0.036997788053294685
parameter_ensemble_20bps,0.5,0.25,0.09436603735552926,0.029012644191076308
primary,0.875,0.46875,0.08541409383852405,0.05477571182482748
parameter_ensemble_20bps,0.46875,0.25,0.08042898035436409,0.048502437500493475
primary,0.84375,0.46875,0.07923273010834932,0.06338783644844638
parameter_ensemble_20bps,0.5625,0.25,0.07529449533196952,0.05634026778123086
primary,0.875,0.46875,0.09828365603616082,0.03937307907549017
parameter_ensemble_20bps,0.5,0.25,0.09415175763556802,0.03305294988585722
primary,0.875,0.75,0.0700049935381589,0.07358353555795721
parameter_ensemble_20bps,0.5,0.34375,0.06389641224744473,0.06844271701384023
primary,0.875,0.53125,0.08908375120057822,0.04938717552603407
parameter_ensemble_20bps,0.5,0.25,0.08282582206417466,0.04501469480995779
primary,0.84375,0.5625,0.0832029083356958,0.05870140766202863
parameter_ensemble_20bps,0.5,0.28125,0.07788702848312104,0.05330395619055732
primary,0.53125,0.8125,0.03632139765995712,0.11419391201652063
parameter_ensemble_20bps,0.25,0.4375,0.033155437997543745,0.1057139476926418
primary,0.84375,0.71875,0.03371418365016395,0.11138385080760102
parameter_ensemble_20bps,0.40625,0.4375,0.029430390823893156,0.10408527245441475
primary,0.78125,0.75,0.026644736699468805,0.12459175278252495
parameter_ensemble_20bps,0.21875,0.5,0.020390165397798674,0.11939622688883698
primary,0.90625,0.75,0.014322562843691693,0.12581937764687195
parameter_ensemble_20bps,0.40625,0.5,0.00866680836131249,0.11953372523638096
primary,0.875,0.6875,0.03881739623650653,0.1081178880714659
parameter_ensemble_20bps,0.40625,0.53125,0.03277184498523715,0.10192656385315109
primary,0.84375,0.875,0.05630617291420583,0.09129994490968259
parameter_ensemble_20bps,0.53125,0.4375,0.05510981472903263,0.08033250876817287
primary,0.46875,0.875,0.048876544503481084,0.10527614162735428
parameter_ensemble_20bps,0.25,0.46875,0.045737635951980375,0.09650476333336595
primary,0.5625,0.875,0.03935591745405363,0.10757745684091853
parameter_ensemble_20bps,0.3125,0.46875,0.03725253518964886,0.09808704136720513
primary,0.75,0.78125,0.06062926193110676,0.08734860444584866
parameter_ensemble_20bps,0.40625,0.5,0.05787177624748838,0.07762530242540087
primary,0.90625,0.71875,0.04695281873111824,0.10215647353204377
parameter_ensemble_20bps,0.46875,0.46875,0.04282433836877366,0.09470427417850126
primary,0.90625,0.71875,0.03691673502090367,0.10555510778605184
parameter_ensemble_20bps,0.5,0.375,0.03374196986678567,0.09730244011211987
primary,0.875,0.53125,0.059336932020472584,0.08593868544055099
parameter_ensemble_20bps,0.4375,0.3125,0.05564697481263866,0.07776133037989834
primary,0.84375,0.78125,0.029420891865345494,0.11769583403552437
parameter_ensemble_20bps,0.28125,0.5,0.024151410670295834,0.11140837773435164
primary,0.84375,0.75,0.0515074365166747,0.09859919069841143
parameter_ensemble_20bps,0.4375,0.46875,0.045786810698407246,0.09233680984864401
primary,0.90625,0.75,0.042067968141099914,0.10212984887164821
parameter_ensemble_20bps,0.4375,0.40625,0.037100398961106625,0.09503338119661332
primary,0.71875,0.84375,0.054090216713136026,0.08934038201894244
parameter_ensemble_20bps,0.375,0.53125,0.04970826373454663,0.08239168044943952
primary,0.5625,0.84375,0.045962288114564,0.10093999767664609
parameter_ensemble_20bps,0.21875,0.5,0.03956342046907683,0.09606074301533588
primary,0.53125,0.875,0.035628224765202915,0.10473245316160812
parameter_ensemble_20bps,0.1875,0.53125,0.02992570102353994,0.09881198390691673
primary,0.8125,0.8125,0.05871553421668144,0.08543737352363766
parameter_ensemble_20bps,0.28125,0.53125,0.05273505249636121,0.0798382417978374
primary,0.84375,0.78125,0.043922339415273653,0.09924036567454418
parameter_ensemble_20bps,0.40625,0.5,0.036214508118905135,0.09535030076744624
primary,0.8125,0.78125,0.032916691315727255,0.10357111992115435
parameter_ensemble_20bps,0.34375,0.53125,0.025687113651986997,0.09861611784066804
primary,0.875,0.65625,0.0574955835248683,0.08489388127441282
parameter_ensemble_20bps,0.40625,0.34375,0.05028373853165057,0.08041621762886039
primary,0.875,0.8125,0.024694023124137265,0.11406976094591315
parameter_ensemble_20bps,0.1875,0.53125,0.015318822140567413,0.11099586539866103
primary,0.875,0.8125,0.04884457187332517,0.09563182806243047
parameter_ensemble_20bps,0.40625,0.5,0.03950721718917225,0.09304230607638699
primary,0.8125,0.75,0.03862422200680733,0.10016094020226624
parameter_ensemble_20bps,0.375,0.53125,0.02954608043599122,0.09642626436456118
primary,0.71875,0.84375,0.0661611708506185,0.07833536478699853
parameter_ensemble_20bps,0.3125,0.5,0.06187478739309048,0.0711809733930439
primary,0.71875,0.84375,0.05805752474183178,0.0843717797744695
parameter_ensemble_20bps,0.53125,0.5,0.05481496323671093,0.07647323160761192
primary,0.78125,0.8125,0.07912469969344134,0.06310098062836919
parameter_ensemble_20bps,0.53125,0.53125,0.07548109084752451,0.05550713153963076
primary,0.53125,0.84375,0.04938661502113009,0.09509318848694157
parameter_ensemble_20bps,0.25,0.5,0.04399248577390862,0.08913456374359853
primary,0.75,0.78125,0.0703180624746273,0.07395828087623181
parameter_ensemble_20bps,0.25,0.46875,0.06457829539197069,0.0683018669674582
primary,0.75,0.8125,0.06267674749295005,0.08038263523028719
parameter_ensemble_20bps,0.375,0.5,0.05782131420665454,0.07385503201357513
primary,0.875,0.75,0.0475906927378707,0.09402199836006053
parameter_ensemble_20bps,0.40625,0.53125,0.04092546361793617,0.0891137478882079
primary,0.8125,0.75,0.06959463179133947,0.07372292763527279
parameter_ensemble_20bps,0.40625,0.375,0.06278521114969024,0.06931792316031066
primary,0.78125,0.59375,0.061814836946963526,0.08031621005829609
parameter_ensemble_20bps,0.375,0.3125,0.05580261608484794,0.07493546741729547
primary,0.8125,0.75,0.05253307682549462,0.09030519981575279
parameter_ensemble_20bps,0.40625,0.46875,0.044221380573861525,0.08672331481682558
primary,0.75,0.71875,0.07032744266035322,0.07328515149092589
parameter_ensemble_20bps,0.5,0.40625,0.06786361909427216,0.06411511174463456
primary,0.75,0.59375,0.06970402663873324,0.0733007608778238
parameter_ensemble_20bps,0.5,0.1875,0.06630246349868811,0.06550227662865764
primary,0.78125,0.6875,0.06086936139544199,0.08400256376947833
parameter_ensemble_20bps,0.5,0.4375,0.05549026640068347,0.07837148425806349
primary,0.78125,0.6875,0.052166899963081576,0.08950779130465139
parameter_ensemble_20bps,0.5,0.28125,0.047708691613612776,0.08292498888933159
primary,0.84375,0.53125,0.07392335605054276,0.06892299123679167
parameter_ensemble_20bps,0.5,0.21875,0.06902993120717031,0.0626165489160217
primary,0.78125,0.71875,0.0899451360864306,0.04973502207352775
parameter_ensemble_20bps,0.625,0.21875,0.08925691455132952,0.037695828737740675
primary,0.71875,0.75,0.08105002654315126,0.060414850476685274
parameter_ensemble_20bps,0.5,0.375,0.07844430720158867,0.05055169000673176
primary,0.75,0.78125,0.07444219253253138,0.06835678215894425
parameter_ensemble_20bps,0.53125,0.40625,0.07303631611456557,0.05816011736341839
primary,0.75,0.71875,0.09355624058264765,0.0442967507721174
parameter_ensemble_20bps,0.5625,0.3125,0.09153934884193862,0.03397985466242505
primary,0.8125,0.59375,0.08078378930824555,0.06095976394075579
parameter_ensemble_20bps,0.5625,0.1875,0.07731398736953671,0.052739428838422205
primary,0.84375,0.53125,0.07419341000569753,0.06884653071850881
parameter_ensemble_20bps,0.59375,0.1875,0.07190920474697092,0.06006671545128943
primary,0.875,0.46875,0.09404166242209132,0.046165467411347236
parameter_ensemble_20bps,0.53125,0.21875,0.0912621938749728,0.03758569145689832
primary,0.8125,0.6875,0.06474558224812081,0.07875858832783633
parameter_ensemble_20bps,0.53125,0.3125,0.06036055522810246,0.07199562320956948
primary,0.84375,0.5625,0.08460928851767023,0.05596701617975237
parameter_ensemble_20bps,0.53125,0.25,0.07977792921336475,0.049420574923552445
primary,0.875,0.4375,0.07836630285658557,0.06442743467988343
parameter_ensemble_20bps,0.5,0.21875,0.0745892922087831,0.057143984525136485
primary,0.75,0.84375,0.0907545668486843,0.052046039020093283
parameter_ensemble_20bps,0.46875,0.28125,0.0870961474074269,0.0444071839488153
primary,0.625,0.78125,0.08075597929669132,0.06131284290072387
parameter_ensemble_20bps,0.40625,0.40625,0.07509203790255867,0.055775535682815236
primary,0.6875,0.84375,0.07420941634789824,0.0691437906148896
parameter_ensemble_20bps,0.46875,0.46875,0.06952412899519451,0.06275819390364341
primary,0.71875,0.875,0.09445873955155484,0.04708603222157905
parameter_ensemble_20bps,0.5,0.375,0.0894916422094346,0.0411509337870379
primary,0.8125,0.5625,0.08084462971630396,0.06220342318405102
parameter_ensemble_20bps,0.5,0.25,0.07407071415331494,0.057826280458190875
primary,0.84375,0.53125,0.07447539322193374,0.06988825009440218
parameter_ensemble_20bps,0.46875,0.25,0.06860207846804478,0.06457546685098611
primary,0.9375,0.5,0.09555100766435977,0.048911330979649344
parameter_ensemble_20bps,0.5,0.25,0.08962678876252092,0.04420086880237416
primary,0.78125,0.78125,0.06360321468858729,0.07868505792300347
parameter_ensemble_20bps,0.53125,0.5,0.05551687316024752,0.0753075739254307
primary,0.8125,0.71875,0.08482005358059241,0.05756800558229529
parameter_ensemble_20bps,0.5,0.34375,0.07670243221679765,0.05484776307492994
primary,0.90625,0.59375,0.07883324194480847,0.06571943333427069
parameter_ensemble_20bps,0.5,0.25,0.07149676322084177,0.06189205435737298
primary,0.65625,0.84375,0.10057929186927794,0.03808639911185775
parameter_ensemble_20bps,0.53125,0.34375,0.09681559925854116,0.029933460733128234
primary,0.71875,0.84375,0.09608884912795725,0.048368493308793885
parameter_ensemble_20bps,0.53125,0.21875,0.09356310769590626,0.03976963580715544
primary,0.8125,0.65625,0.1144845975099951,0.02415481591841533
parameter_ensemble_20bps,0.53125,0.21875,0.11161769076861776,0.015930308457049795
primary,0.625,0.875,0.08534143900278274,0.05700516871251753
parameter_ensemble_20bps,0.5,0.40625,0.08067940694857181,0.050371138326825965
primary,0.71875,0.84375,0.10397932469683434,0.032354957806857154
parameter_ensemble_20bps,0.53125,0.34375,0.09900789068259087,0.026139321214175525
primary,0.75,0.8125,0.09968410657505393,0.04342992661523699
parameter_ensemble_20bps,0.5,0.28125,0.09586951631342167,0.036517110489956324
primary,0.84375,0.53125,0.0859081383044417,0.05825206047546792
parameter_ensemble_20bps,0.53125,0.21875,0.0801898581982476,0.05283066173895616
primary,0.84375,0.53125,0.10515754369864143,0.035106379871519995
parameter_ensemble_20bps,0.53125,0.25,0.09930257317601701,0.0303123095559193
primary,0.875,0.5625,0.10140539146277401,0.045497313591678266
parameter_ensemble_20bps,0.5,0.25,0.09673922659726351,0.03983590161385902
primary,0.78125,0.59375,0.08979661405174146,0.05361164618908673
parameter_ensemble_20bps,0.53125,0.28125,0.08275125033102837,0.04983376198983376
primary,0.71875,0.8125,0.048028048833781325,0.09380876504747343
parameter_ensemble_20bps,0.25,0.40625,0.045726422501494834,0.0855343759950137
primary,0.4375,0.8125,0.03980997636678381,0.10496647608800297
parameter_ensemble_20bps,0.21875,0.4375,0.03551329295786979,0.09892462381967505
primary,0.4375,0.8125,0.02848812870803087,0.10863581136239735
parameter_ensemble_20bps,0.25,0.46875,0.025239256099415353,0.10156209897309224
primary,0.5625,0.78125,0.05294077122805527,0.09008045993972802
parameter_ensemble_20bps,0.25,0.46875,0.04887284801351664,0.08306063877384921
primary,0.84375,0.75,0.037397930450863745,0.10334075739525582
parameter_ensemble_20bps,0.40625,0.5,0.0318650518353884,0.09819731522612611
primary,0.78125,0.75,0.025173614544412352,0.10749377635627941
parameter_ensemble_20bps,0.46875,0.46875,0.02052350987884214,0.10132832183603967
primary,0.90625,0.6875,0.05143167572944156,0.08948485878260871
parameter_ensemble_20bps,0.46875,0.34375,0.046165252563323565,0.08354163238196109
primary,0.625,0.78125,0.016969300729352217,0.11766644039214011
parameter_ensemble_20bps,0.21875,0.5,0.01016049350992836,0.11350261510209834
primary,0.84375,0.75,0.042649745607214885,0.0998729481355363
parameter_ensemble_20bps,0.34375,0.5,0.03529981122715259,0.09595153159615744
primary,0.875,0.78125,0.03139062006983479,0.10420131656439348
parameter_ensemble_20bps,0.4375,0.5,0.02460537971329374,0.09919005877937745
primary,0.5625,0.8125,0.060797312377285,0.08332583715397245
parameter_ensemble_20bps,0.28125,0.40625,0.05834129193092413,0.07470290956802461
primary,0.71875,0.90625,0.05202111576396679,0.08898189223649632
parameter_ensemble_20bps,0.5625,0.40625,0.050857431727950445,0.07969900454124945
primary,0.8125,0.84375,0.07416024077297569,0.06868171039070164
parameter_ensemble_20bps,0.53125,0.40625,0.07216476149273289,0.05934955097664438
primary,0.5,0.8125,0.04321627817699391,0.09935519072747047
parameter_ensemble_20bps,0.28125,0.46875,0.03993547479945304,0.09214348589511377
primary,0.5,0.8125,0.06516802467330336,0.0791898642579394
parameter_ensemble_20bps,0.28125,0.40625,0.061133416577471546,0.07193454379127873
primary,0.65625,0.75,0.05693790854466692,0.08517412166790055
parameter_ensemble_20bps,0.40625,0.46875,0.053987044658898135,0.07716258717168659
primary,0.875,0.78125,0.04104776152446969,0.09828994260659538
parameter_ensemble_20bps,0.46875,0.4375,0.03656587706105557,0.09206427834579942
primary,0.84375,0.75,0.06425752958123979,0.07884583528712232
parameter_ensemble_20bps,0.46875,0.5,0.05916752932691937,0.07279876185724855
primary,0.875,0.71875,0.05580821755768487,0.08501315514706516
parameter_ensemble_20bps,0.4375,0.3125,0.05172387902822765,0.07812307633169055
primary,0.84375,0.75,0.04633662173961006,0.09472449704085932
parameter_ensemble_20bps,0.40625,0.46875,0.04001101772423309,0.08974013026244018
primary,0.53125,0.8125,0.05920279990142388,0.08276284606124915
parameter_ensemble_20bps,0.25,0.5,0.05326054334464621,0.07766004393702723
primary,0.6875,0.875,0.04996260795074329,0.08867893515402989
parameter_ensemble_20bps,0.28125,0.46875,0.044935008457935924,0.08264835241595309
primary,0.8125,0.84375,0.07408115522567923,0.06956256944771032
parameter_ensemble_20bps,0.4375,0.53125,0.06867590264293379,0.06387582452269402
primary,0.46875,0.84375,0.03992587652454184,0.09787125893556693
parameter_ensemble_20bps,0.21875,0.5,0.03271886630137703,0.09379379025747892
primary,0.5625,0.84375,0.06387181494161126,0.07877974648288485
parameter_ensemble_20bps,0.21875,0.53125,0.05632655302168341,0.0750803948448313
primary,0.75,0.84375,0.05532506813953578,0.08499939406638038
parameter_ensemble_20bps,0.1875,0.53125,0.04846868643295269,0.08026243247294543
primary,0.84375,0.75,0.03759864272087919,0.09736071491047996
parameter_ensemble_20bps,0.40625,0.5,0.028622177179023215,0.09407912618548264
primary,0.875,0.75,0.06320336483049531,0.0789194953953572
parameter_ensemble_20bps,0.4375,0.5,0.05422971103027215,0.07613566012923825
primary,0.875,0.78125,0.054513811343606784,0.08517847446830047
parameter_ensemble_20bps,0.375,0.3125,0.04598722125202905,0.08132959977139294
primary,0.875,0.75,0.04348901685065876,0.09387566758881478
parameter_ensemble_20bps,0.375,0.53125,0.03262320310028134,0.0918589687244192
primary,0.59375,0.90625,0.0637966618139995,0.07841888005968746
parameter_ensemble_20bps,0.28125,0.46875,0.058900900876420685,0.07226650099602956
primary,0.6875,0.875,0.0853435744746914,0.05763077412534556
parameter_ensemble_20bps,0.46875,0.5,0.08004145667470942,0.051791672565451745
primary,0.75,0.84375,0.07951973882678594,0.06573527883913538
parameter_ensemble_20bps,0.46875,0.5,0.07533544911327132,0.05911023471931777
primary,0.5625,0.90625,0.06842633905374326,0.07439030573141113
parameter_ensemble_20bps,0.25,0.46875,0.061927967320164534,0.0696433822452608
primary,0.84375,0.78125,0.0682797681151127,0.074877226949148
parameter_ensemble_20bps,0.4375,0.46875,0.06040916949566163,0.07109545669858058
primary,0.75,0.84375,0.07206776989245371,0.07203123357087565
parameter_ensemble_20bps,0.46875,0.40625,0.06859788832480786,0.06373177178123453
primary,0.875,0.59375,0.07140309078259466,0.071845501042308
parameter_ensemble_20bps,0.46875,0.25,0.06698659326977605,0.06495380095387981
primary,0.8125,0.78125,0.0629677068138625,0.08334515838325172
parameter_ensemble_20bps,0.46875,0.46875,0.05665286396836929,0.07873063177651657
primary,0.8125,0.75,0.05461068131527323,0.08869417313005296
parameter_ensemble_20bps,0.5,0.4375,0.04909511474000363,0.08299674182357482
primary,0.90625,0.65625,0.07548407194762113,0.06730168864773024
parameter_ensemble_20bps,0.46875,0.34375,0.06964089393881047,0.06197562658026662
primary,0.78125,0.875,0.09097745403058846,0.04704984028688725
parameter_ensemble_20bps,0.53125,0.3125,0.08928966048431505,0.03578170961599314
primary,0.71875,0.8125,0.08247434835956667,0.05858319572989515
parameter_ensemble_20bps,0.34375,0.375,0.07893494673369174,0.049616198457562016
primary,0.75,0.84375,0.07598300556524204,0.06670572403483721
parameter_ensemble_20bps,0.5,0.4375,0.07352362092559568,0.057327168239367614
primary,0.78125,0.8125,0.09451083544272773,0.04125069998800986
parameter_ensemble_20bps,0.53125,0.375,0.09153820554923149,0.03183245154218504
primary,0.8125,0.75,0.08213969923927722,0.058974348519125995
parameter_ensemble_20bps,0.53125,0.25,0.07772978524414231,0.051716891681116726
primary,0.84375,0.59375,0.0756402763153977,0.06709632807087139
parameter_ensemble_20bps,0.53125,0.21875,0.07228575628216886,0.05917779898755301
primary,0.875,0.5,0.09484179200816123,0.04325909896210882
parameter_ensemble_20bps,0.5,0.21875,0.09108913801664122,0.03565482211055708
primary,0.84375,0.8125,0.06667066977094194,0.07765179766490736
parameter_ensemble_20bps,0.53125,0.4375,0.06130646033065967,0.07184070869412118
primary,0.875,0.6875,0.08586535145793377,0.05371552842122842
parameter_ensemble_20bps,0.5,0.25,0.08014273319223217,0.04824324277283512
primary,0.84375,0.625,0.07968498288299533,0.062497466047279314
parameter_ensemble_20bps,0.5,0.25,0.07490212310421078,0.05615176375594515
primary,0.78125,0.84375,0.09152239542458884,0.04947421043999898
parameter_ensemble_20bps,0.5,0.40625,0.08691080572251439,0.0428101609479752
primary,0.625,0.875,0.08206198619673863,0.05928508293719554
parameter_ensemble_20bps,0.3125,0.40625,0.07551939388506536,0.05483529636680884
primary,0.71875,0.8125,0.07558390864200383,0.06736173831254973
parameter_ensemble_20bps,0.5,0.46875,0.06990720750243287,0.0619254211984006
primary,0.78125,0.90625,0.09515385530525149,0.04424577698136643
parameter_ensemble_20bps,0.46875,0.46875,0.08927330125964938,0.03940104230185301
primary,0.8125,0.65625,0.08201875048648584,0.06014018699820713
parameter_ensemble_20bps,0.46875,0.375,0.07437856086896744,0.056848767354398345
primary,0.84375,0.5,0.07564545177959475,0.06807298423370307
parameter_ensemble_20bps,0.46875,0.28125,0.06878932428382842,0.06371354037682309
primary,0.875,0.5,0.09597819323711383,0.046193821114857696
parameter_ensemble_20bps,0.46875,0.28125,0.0891319713784796,0.042576722373892775
primary,0.875,0.78125,0.06547561704582046,0.07731728704880397
parameter_ensemble_20bps,0.40625,0.53125,0.056512843973566235,0.07497312303043328
primary,0.90625,0.71875,0.08588939437104143,0.0552907565591053
parameter_ensemble_20bps,0.40625,0.46875,0.0769513071924628,0.05375942316324084
primary,0.9375,0.59375,0.07987131255687484,0.06375199884325518
parameter_ensemble_20bps,0.40625,0.25,0.071610621671112,0.06095054955158523
primary,0.75,0.90625,0.10115892172768874,0.03468319699417875
parameter_ensemble_20bps,0.53125,0.375,0.09651173206284559,0.02756259056797994
primary,0.75,0.9375,0.09649431458244055,0.0456247029451769
parameter_ensemble_20bps,0.5,0.375,0.09296410862262039,0.0379510460419195
primary,0.78125,0.6875,0.11443682675038064,0.01998915760106739
parameter_ensemble_20bps,0.5,0.21875,0.11063355963244854,0.012851871907630943
primary,0.6875,0.90625,0.08639072908102292,0.054698534011302875
parameter_ensemble_20bps,0.3125,0.46875,0.0808105728746934,0.04908415132501027
primary,0.75,0.8125,0.10450770329663711,0.028530645533036914
parameter_ensemble_20bps,0.46875,0.5,0.0986823177724168,0.023520547161788374
primary,0.71875,0.875,0.10003998155254475,0.0404224344217792
parameter_ensemble_20bps,0.5,0.40625,0.09525523126170658,0.034545887615755035
primary,0.84375,0.625,0.0867515002264593,0.0559753405643263
parameter_ensemble_20bps,0.46875,0.28125,0.08012116918325968,0.05158193130791066
primary,0.875,0.5,0.10544609036839397,0.03159184774187317
parameter_ensemble_20bps,0.46875,0.25,0.09873210048942356,0.02801029966188941
primary,0.8125,0.40625,0.1013862986798345,0.042645687725217825
parameter_ensemble_20bps,0.46875,0.21875,0.09572460066843752,0.038028569783324015
primary,0.84375,0.71875,0.0905541937419765,0.051118143328210554
parameter_ensemble_20bps,0.40625,0.28125,0.08263803386127869,0.0484687938706412
primary,0.5625,0.78125,0.05066482872263492,0.09323862198440734
parameter_ensemble_20bps,0.25,0.5,0.047213632799057374,0.08580831937780486
primary,0.5,0.84375,0.042773277123641484,0.10523197997052725
parameter_ensemble_20bps,0.21875,0.5,0.037416164844523474,0.10015289480273075
primary,0.5625,0.84375,0.03214714895947922,0.10851921070673097
parameter_ensemble_20bps,0.25,0.53125,0.027667616332325548,0.10227865991203622
primary,0.53125,0.84375,0.05535327211141226,0.08943930377810243
parameter_ensemble_20bps,0.21875,0.53125,0.05023942793856861,0.08329817693719946
primary,0.84375,0.78125,0.04054007438590974,0.10317753950276319
parameter_ensemble_20bps,0.21875,0.5,0.033951198707513085,0.09897697040948923
primary,0.84375,0.78125,0.02917876655199661,0.10710625051490258
parameter_ensemble_20bps,0.375,0.5,0.023300324923922897,0.10177296679837461
primary,0.875,0.6875,0.053906157369851285,0.08859694424706091
parameter_ensemble_20bps,0.40625,0.5,0.0475982836604142,0.08354493511097023
primary,0.6875,0.8125,0.021266361147460798,0.11788998509211955
parameter_ensemble_20bps,0.21875,0.53125,0.013353863380572477,0.11463613252449943
primary,0.90625,0.71875,0.04552198830323646,0.09967568772785225
parameter_ensemble_20bps,0.21875,0.5,0.037229671770198494,0.09672446463364352
primary,0.84375,0.71875,0.034965587293892944,0.1037715808111856
parameter_ensemble_20bps,0.375,0.5,0.027128548708323805,0.09961786752048346
primary,0.59375,0.875,0.06289002198308663,0.08251711123306249
parameter_ensemble_20bps,0.25,0.5,0.05938800451581082,0.07478915463230473
primary,0.625,0.875,0.054466574024136,0.08807377797241282
parameter_ensemble_20bps,0.3125,0.5,0.052089009041430226,0.07958783380863786
primary,0.75,0.8125,0.07567779903828999,0.06699440084288576
parameter_ensemble_20bps,0.5,0.53125,0.07262740784220328,0.05850928471888741
primary,0.5,0.875,0.04606256659078592,0.09913608909265577
parameter_ensemble_20bps,0.25,0.5,0.0416695845950415,0.0928176909435294
primary,0.5,0.84375,0.06710227835573945,0.07826999517009647
parameter_ensemble_20bps,0.25,0.46875,0.06209701668702131,0.07195917670460959
primary,0.53125,0.78125,0.05915924469995867,0.0841725220258357
parameter_ensemble_20bps,0.21875,0.5,0.055101921695246574,0.07699862520351368
primary,0.90625,0.71875,0.04404631312270445,0.09776085399956108
parameter_ensemble_20bps,0.375,0.5,0.03845069252005279,0.09242466548161667
primary,0.90625,0.65625,0.06618356088540732,0.07766433978268478
parameter_ensemble_20bps,0.46875,0.46875,0.060123481310059707,0.072578449504988
primary,0.78125,0.65625,0.05803576367806823,0.08384735986244085
parameter_ensemble_20bps,0.4375,0.40625,0.05283843897075834,0.07781255314361296
primary,0.8125,0.78125,0.04905821250344746,0.09413468087281798
parameter_ensemble_20bps,0.28125,0.46875,0.04173797957054674,0.0900741000978026
primary,0.46875,0.84375,0.061303938854216686,0.08160437432866048
parameter_ensemble_20bps,0.21875,0.53125,0.054394261408119135,0.07748687247470228
primary,0.5625,0.875,0.05246265694802922,0.08754328856052783
