candidate,train_percentile,test_percentile,train_sharpe,test_sharpe
primary,0.84375,0.75,0.06573527883913538,0.07951973882678594
parameter_ensemble_20bps,0.5,0.46875,0.05911023471931777,0.07533544911327132
primary,0.875,0.6875,0.05763077412534556,0.0853435744746914
parameter_ensemble_20bps,0.5,0.46875,0.051791672565451745,0.08004145667470942
primary,0.90625,0.59375,0.07841888005968746,0.0637966618139995
parameter_ensemble_20bps,0.46875,0.28125,0.07226650099602956,0.058900900876420685
primary,0.75,0.875,0.09387566758881478,0.04348901685065876
parameter_ensemble_20bps,0.53125,0.375,0.0918589687244192,0.03262320310028134
primary,0.78125,0.875,0.08517847446830047,0.054513811343606784
parameter_ensemble_20bps,0.3125,0.375,0.08132959977139294,0.04598722125202905
primary,0.75,0.875,0.0789194953953572,0.06320336483049531
parameter_ensemble_20bps,0.5,0.4375,0.07613566012923825,0.05422971103027215
primary,0.75,0.84375,0.09736071491047996,0.03759864272087919
parameter_ensemble_20bps,0.5,0.40625,0.09407912618548264,0.028622177179023215
primary,0.84375,0.75,0.08499939406638038,0.05532506813953578
parameter_ensemble_20bps,0.53125,0.1875,0.08026243247294543,0.04846868643295269
primary,0.84375,0.5625,0.07877974648288485,0.06387181494161126
parameter_ensemble_20bps,0.53125,0.21875,0.0750803948448313,0.05632655302168341
primary,0.84375,0.46875,0.09787125893556693,0.03992587652454184
parameter_ensemble_20bps,0.5,0.21875,0.09379379025747892,0.03271886630137703
primary,0.84375,0.8125,0.06956256944771032,0.07408115522567923
parameter_ensemble_20bps,0.53125,0.4375,0.06387582452269402,0.06867590264293379
primary,0.875,0.6875,0.08867893515402989,0.04996260795074329
parameter_ensemble_20bps,0.46875,0.28125,0.08264835241595309,0.044935008457935924
primary,0.8125,0.53125,0.08276284606124915,0.05920279990142388
parameter_ensemble_20bps,0.5,0.25,0.07766004393702723,0.05326054334464621
primary,0.75,0.84375,0.09472449704085932,0.04633662173961006
parameter_ensemble_20bps,0.46875,0.40625,0.08974013026244018,0.04001101772423309
primary,0.71875,0.875,0.08501315514706516,0.05580821755768487
parameter_ensemble_20bps,0.3125,0.4375,0.07812307633169055,0.05172387902822765
primary,0.75,0.84375,0.07884583528712232,0.06425752958123979
parameter_ensemble_20bps,0.5,0.46875,0.07279876185724855,0.05916752932691937
primary,0.78125,0.875,0.09828994260659538,0.04104776152446969
parameter_ensemble_20bps,0.4375,0.46875,0.09206427834579942,0.03656587706105557
primary,0.75,0.65625,0.08517412166790055,0.05693790854466692
parameter_ensemble_20bps,0.46875,0.40625,0.07716258717168659,0.053987044658898135
primary,0.8125,0.5,0.0791898642579394,0.06516802467330336
parameter_ensemble_20bps,0.40625,0.28125,0.07193454379127873,0.061133416577471546
primary,0.8125,0.5,0.09935519072747047,0.04321627817699391
parameter_ensemble_20bps,0.46875,0.28125,0.09214348589511377,0.03993547479945304
primary,0.84375,0.8125,0.06868171039070164,0.07416024077297569
parameter_ensemble_20bps,0.40625,0.53125,0.05934955097664438,0.07216476149273289
primary,0.90625,0.71875,0.08898189223649632,0.05202111576396679
parameter_ensemble_20bps,0.40625,0.5625,0.07969900454124945,0.050857431727950445
primary,0.8125,0.5625,0.08332583715397245,0.060797312377285
parameter_ensemble_20bps,0.40625,0.28125,0.07470290956802461,0.05834129193092413
primary,0.78125,0.875,0.10420131656439348,0.03139062006983479
parameter_ensemble_20bps,0.5,0.4375,0.09919005877937745,0.02460537971329374
primary,0.75,0.84375,0.0998729481355363,0.042649745607214885
parameter_ensemble_20bps,0.5,0.34375,0.09595153159615744,0.03529981122715259
primary,0.78125,0.625,0.11766644039214011,0.016969300729352217
parameter_ensemble_20bps,0.5,0.21875,0.11350261510209834,0.01016049350992836
primary,0.6875,0.90625,0.08948485878260871,0.05143167572944156
parameter_ensemble_20bps,0.34375,0.46875,0.08354163238196109,0.046165252563323565
primary,0.75,0.78125,0.10749377635627941,0.025173614544412352
parameter_ensemble_20bps,0.46875,0.46875,0.10132832183603967,0.02052350987884214
primary,0.75,0.84375,0.10334075739525582,0.037397930450863745
parameter_ensemble_20bps,0.5,0.40625,0.09819731522612611,0.0318650518353884
primary,0.78125,0.5625,0.09008045993972802,0.05294077122805527
parameter_ensemble_20bps,0.46875,0.25,0.08306063877384921,0.04887284801351664
primary,0.8125,0.4375,0.10863581136239735,0.02848812870803087
parameter_ensemble_20bps,0.46875,0.25,0.10156209897309224,0.025239256099415353
primary,0.8125,0.4375,0.10496647608800297,0.03980997636678381
parameter_ensemble_20bps,0.4375,0.21875,0.09892462381967505,0.03551329295786979
primary,0.8125,0.71875,0.09380876504747343,0.048028048833781325
parameter_ensemble_20bps,0.40625,0.25,0.0855343759950137,0.045726422501494834
primary,0.59375,0.78125,0.05361164618908673,0.08979661405174146
parameter_ensemble_20bps,0.28125,0.53125,0.04983376198983376,0.08275125033102837
primary,0.5625,0.875,0.045497313591678266,0.10140539146277401
parameter_ensemble_20bps,0.25,0.5,0.03983590161385902,0.09673922659726351
primary,0.53125,0.84375,0.035106379871519995,0.10515754369864143
parameter_ensemble_20bps,0.25,0.53125,0.0303123095559193,0.09930257317601701
primary,0.53125,0.84375,0.05825206047546792,0.0859081383044417
parameter_ensemble_20bps,0.21875,0.53125,0.05283066173895616,0.0801898581982476
primary,0.8125,0.75,0.04342992661523699,0.09968410657505393
parameter_ensemble_20bps,0.28125,0.5,0.036517110489956324,0.09586951631342167
primary,0.84375,0.71875,0.032354957806857154,0.10397932469683434
parameter_ensemble_20bps,0.34375,0.53125,0.026139321214175525,0.09900789068259087
primary,0.875,0.625,0.05700516871251753,0.08534143900278274
parameter_ensemble_20bps,0.40625,0.5,0.050371138326825965,0.08067940694857181
primary,0.65625,0.8125,0.02415481591841533,0.1144845975099951
parameter_ensemble_20bps,0.21875,0.53125,0.015930308457049795,0.11161769076861776
primary,0.84375,0.71875,0.048368493308793885,0.09608884912795725
parameter_ensemble_20bps,0.21875,0.53125,0.03976963580715544,0.09356310769590626
primary,0.84375,0.65625,0.03808639911185775,0.10057929186927794
parameter_ensemble_20bps,0.34375,0.53125,0.029933460733128234,0.09681559925854116
primary,0.59375,0.90625,0.06571943333427069,0.07883324194480847
parameter_ensemble_20bps,0.25,0.5,0.06189205435737298,0.07149676322084177
primary,0.71875,0.8125,0.05756800558229529,0.08482005358059241
parameter_ensemble_20bps,0.34375,0.5,0.05484776307492994,0.07670243221679765
primary,0.78125,0.78125,0.07868505792300347,0.06360321468858729
parameter_ensemble_20bps,0.5,0.53125,0.0753075739254307,0.05551687316024752
primary,0.5,0.9375,0.048911330979649344,0.09555100766435977
parameter_ensemble_20bps,0.25,0.5,0.04420086880237416,0.08962678876252092
primary,0.53125,0.84375,0.06988825009440218,0.07447539322193374
parameter_ensemble_20bps,0.25,0.46875,0.06457546685098611,0.06860207846804478
primary,0.5625,0.8125,0.06220342318405102,0.08084462971630396
parameter_ensemble_20bps,0.25,0.5,0.057826280458190875,0.07407071415331494
primary,0.875,0.71875,0.04708603222157905,0.09445873955155484
parameter_ensemble_20bps,0.375,0.5,0.0411509337870379,0.0894916422094346
primary,0.84375,0.6875,0.0691437906148896,0.07420941634789824
parameter_ensemble_20bps,0.46875,0.46875,0.06275819390364341,0.06952412899519451
primary,0.78125,0.625,0.06131284290072387,0.08075597929669132
parameter_ensemble_20bps,0.40625,0.40625,0.055775535682815236,0.07509203790255867
primary,0.84375,0.75,0.052046039020093283,0.0907545668486843
parameter_ensemble_20bps,0.28125,0.46875,0.0444071839488153,0.0870961474074269
primary,0.4375,0.875,0.06442743467988343,0.07836630285658557
parameter_ensemble_20bps,0.21875,0.5,0.057143984525136485,0.0745892922087831
primary,0.5625,0.84375,0.05596701617975237,0.08460928851767023
parameter_ensemble_20bps,0.25,0.53125,0.049420574923552445,0.07977792921336475
primary,0.6875,0.8125,0.07875858832783633,0.06474558224812081
parameter_ensemble_20bps,0.3125,0.53125,0.07199562320956948,0.06036055522810246
primary,0.46875,0.875,0.046165467411347236,0.09404166242209132
parameter_ensemble_20bps,0.21875,0.53125,0.03758569145689832,0.0912621938749728
primary,0.53125,0.84375,0.06884653071850881,0.07419341000569753
parameter_ensemble_20bps,0.1875,0.59375,0.06006671545128943,0.07190920474697092
primary,0.59375,0.8125,0.06095976394075579,0.08078378930824555
parameter_ensemble_20bps,0.1875,0.5625,0.052739428838422205,0.07731398736953671
primary,0.71875,0.75,0.0442967507721174,0.09355624058264765
parameter_ensemble_20bps,0.3125,0.5625,0.03397985466242505,0.09153934884193862
primary,0.78125,0.75,0.06835678215894425,0.07444219253253138
parameter_ensemble_20bps,0.40625,0.53125,0.05816011736341839,0.07303631611456557
primary,0.75,0.71875,0.060414850476685274,0.08105002654315126
parameter_ensemble_20bps,0.375,0.5,0.05055169000673176,0.07844430720158867
primary,0.71875,0.78125,0.04973502207352775,0.0899451360864306
parameter_ensemble_20bps,0.21875,0.625,0.037695828737740675,0.08925691455132952
primary,0.53125,0.84375,0.06892299123679167,0.07392335605054276
parameter_ensemble_20bps,0.21875,0.5,0.0626165489160217,0.06902993120717031
primary,0.6875,0.78125,0.08950779130465139,0.052166899963081576
parameter_ensemble_20bps,0.28125,0.5,0.08292498888933159,0.047708691613612776
primary,0.6875,0.78125,0.08400256376947833,0.06086936139544199
parameter_ensemble_20bps,0.4375,0.5,0.07837148425806349,0.05549026640068347
primary,0.59375,0.75,0.0733007608778238,0.06970402663873324
parameter_ensemble_20bps,0.1875,0.5,0.06550227662865764,0.06630246349868811
primary,0.71875,0.75,0.07328515149092589,0.07032744266035322
parameter_ensemble_20bps,0.40625,0.5,0.06411511174463456,0.06786361909427216
primary,0.75,0.8125,0.09030519981575279,0.05253307682549462
parameter_ensemble_20bps,0.46875,0.40625,0.08672331481682558,0.044221380573861525
primary,0.59375,0.78125,0.08031621005829609,0.061814836946963526
parameter_ensemble_20bps,0.3125,0.375,0.07493546741729547,0.05580261608484794
primary,0.75,0.8125,0.07372292763527279,0.06959463179133947
parameter_ensemble_20bps,0.375,0.40625,0.06931792316031066,0.06278521114969024
primary,0.75,0.875,0.09402199836006053,0.0475906927378707
parameter_ensemble_20bps,0.53125,0.40625,0.0891137478882079,0.04092546361793617
primary,0.8125,0.75,0.08038263523028719,0.06267674749295005
parameter_ensemble_20bps,0.5,0.375,0.07385503201357513,0.05782131420665454
primary,0.78125,0.75,0.07395828087623181,0.0703180624746273
parameter_ensemble_20bps,0.46875,0.25,0.0683018669674582,0.06457829539197069
primary,0.84375,0.53125,0.09509318848694157,0.04938661502113009
parameter_ensemble_20bps,0.5,0.25,0.08913456374359853,0.04399248577390862
primary,0.8125,0.78125,0.06310098062836919,0.07912469969344134
parameter_ensemble_20bps,0.53125,0.53125,0.05550713153963076,0.07548109084752451
primary,0.84375,0.71875,0.0843717797744695,0.05805752474183178
parameter_ensemble_20bps,0.5,0.53125,0.07647323160761192,0.05481496323671093
primary,0.84375,0.71875,0.07833536478699853,0.0661611708506185
parameter_ensemble_20bps,0.5,0.3125,0.0711809733930439,0.06187478739309048
primary,0.75,0.8125,0.10016094020226624,0.03862422200680733
parameter_ensemble_20bps,0.53125,0.375,0.09642626436456118,0.02954608043599122
primary,0.8125,0.875,0.09563182806243047,0.04884457187332517
parameter_ensemble_20bps,0.5,0.40625,0.09304230607638699,0.03950721718917225
primary,0.8125,0.875,0.11406976094591315,0.024694023124137265
parameter_ensemble_20bps,0.53125,0.1875,0.11099586539866103,0.015318822140567413
primary,0.65625,0.875,0.08489388127441282,0.0574955835248683
parameter_ensemble_20bps,0.34375,0.40625,0.08041621762886039,0.05028373853165057
primary,0.78125,0.8125,0.10357111992115435,0.032916691315727255
parameter_ensemble_20bps,0.53125,0.34375,0.09861611784066804,0.025687113651986997
primary,0.78125,0.84375,0.09924036567454418,0.043922339415273653
parameter_ensemble_20bps,0.5,0.40625,0.09535030076744624,0.036214508118905135
primary,0.8125,0.8125,0.08543737352363766,0.05871553421668144
parameter_ensemble_20bps,0.53125,0.28125,0.0798382417978374,0.05273505249636121
primary,0.875,0.53125,0.10473245316160812,0.035628224765202915
parameter_ensemble_20bps,0.53125,0.1875,0.09881198390691673,0.02992570102353994
primary,0.84375,0.5625,0.10093999767664609,0.045962288114564
parameter_ensemble_20bps,0.5,0.21875,0.09606074301533588,0.03956342046907683
primary,0.84375,0.71875,0.08934038201894244,0.054090216713136026
parameter_ensemble_20bps,0.53125,0.375,0.08239168044943952,0.04970826373454663
primary,0.75,0.90625,0.10212984887164821,0.042067968141099914
parameter_ensemble_20bps,0.40625,0.4375,0.09503338119661332,0.037100398961106625
primary,0.75,0.84375,0.09859919069841143,0.0515074365166747
parameter_ensemble_20bps,0.46875,0.4375,0.09233680984864401,0.045786810698407246
primary,0.78125,0.84375,0.11769583403552437,0.029420891865345494
parameter_ensemble_20bps,0.5,0.28125,0.11140837773435164,0.024151410670295834
primary,0.53125,0.875,0.08593868544055099,0.059336932020472584
parameter_ensemble_20bps,0.3125,0.4375,0.07776133037989834,0.05564697481263866
primary,0.71875,0.90625,0.10555510778605184,0.03691673502090367
parameter_ensemble_20bps,0.375,0.5,0.09730244011211987,0.03374196986678567
primary,0.71875,0.90625,0.10215647353204377,0.04695281873111824
parameter_ensemble_20bps,0.46875,0.46875,0.09470427417850126,0.04282433836877366
primary,0.78125,0.75,0.08734860444584866,0.06062926193110676
parameter_ensemble_20bps,0.5,0.40625,0.07762530242540087,0.05787177624748838
primary,0.875,0.5625,0.10757745684091853,0.03935591745405363
parameter_ensemble_20bps,0.46875,0.3125,0.09808704136720513,0.03725253518964886
primary,0.875,0.46875,0.10527614162735428,0.048876544503481084
parameter_ensemble_20bps,0.46875,0.25,0.09650476333336595,0.045737635951980375
primary,0.875,0.84375,0.09129994490968259,0.05630617291420583
parameter_ensemble_20bps,0.4375,0.53125,0.08033250876817287,0.05510981472903263
primary,0.6875,0.875,0.1081178880714659,0.03881739623650653
parameter_ensemble_20bps,0.53125,0.40625,0.10192656385315109,0.03277184498523715
primary,0.75,0.90625,0.12581937764687195,0.014322562843691693
parameter_ensemble_20bps,0.5,0.40625,0.11953372523638096,0.00866680836131249
primary,0.75,0.78125,0.12459175278252495,0.026644736699468805
parameter_ensemble_20bps,0.5,0.21875,0.11939622688883698,0.020390165397798674
primary,0.71875,0.84375,0.11138385080760102,0.03371418365016395
parameter_ensemble_20bps,0.4375,0.40625,0.10408527245441475,0.029430390823893156
primary,0.8125,0.53125,0.11419391201652063,0.03632139765995712
parameter_ensemble_20bps,0.4375,0.25,0.1057139476926418,0.033155437997543745
primary,0.5625,0.84375,0.05870140766202863,0.0832029083356958
parameter_ensemble_20bps,0.28125,0.5,0.05330395619055732,0.07788702848312104
primary,0.53125,0.875,0.04938717552603407,0.08908375120057822
parameter_ensemble_20bps,0.25,0.5,0.04501469480995779,0.08282582206417466
primary,0.75,0.875,0.07358353555795721,0.0700049935381589
parameter_ensemble_20bps,0.34375,0.5,0.06844271701384023,0.06389641224744473
primary,0.46875,0.875,0.03937307907549017,0.09828365603616082
parameter_ensemble_20bps,0.25,0.5,0.03305294988585722,0.09415175763556802
primary,0.46875,0.84375,0.06338783644844638,0.07923273010834932
parameter_ensemble_20bps,0.25,0.5625,0.05634026778123086,0.07529449533196952
primary,0.46875,0.875,0.05477571182482748,0.08541409383852405
parameter_ensemble_20bps,0.25,0.46875,0.048502437500493475,0.08042898035436409
primary,0.6875,0.78125,0.036997788053294685,0.09775734010135628
parameter_ensemble_20bps,0.25,0.5,0.029012644191076308,0.09436603735552926
primary,0.875,0.71875,0.06268868860900606,0.07935139306701082
parameter_ensemble_20bps,0.34375,0.53125,0.054211810458408935,0.07629268606379459
primary,0.84375,0.71875,0.053918050572525356,0.08557684982098876
parameter_ensemble_20bps,0.375,0.5,0.045977055592274316,0.08145620789598934
primary,0.71875,0.71875,0.042917439655121806,0.09428154903011195
parameter_ensemble_20bps,0.21875,0.5625,0.03294192744844462,0.09213995307509919
primary,0.5625,0.9375,0.06328305568740412,0.07885140091775496
parameter_ensemble_20bps,0.28125,0.5,0.05882434417916162,0.07239021662365032
primary,0.65625,0.90625,0.08488749231025629,0.058110320961694294
parameter_ensemble_20bps,0.3125,0.5,0.07975111109533645,0.051705947179048355
primary,0.75,0.90625,0.07901115497963233,0.06616967752624683
parameter_ensemble_20bps,0.34375,0.46875,0.07492856719140324,0.059053443780824624
primary,0.5,0.90625,0.0679314968243792,0.07483503299301358
parameter_ensemble_20bps,0.25,0.46875,0.06182546218518894,0.06975068149294107
primary,0.8125,0.75,0.06775226862108064,0.0753018261774857
parameter_ensemble_20bps,0.46875,0.46875,0.06023853700906885,0.07116630939268205
primary,0.5,0.84375,0.06291546165559124,0.07940737868945719
parameter_ensemble_20bps,0.21875,0.46875,0.05403061888480672,0.07595724552458256
primary,0.65625,0.84375,0.08620137446512709,0.05997071407757084
parameter_ensemble_20bps,0.25,0.5625,0.07720369619880675,0.056936772171456804
primary,0.78125,0.8125,0.08126885673520466,0.0677017200760547
parameter_ensemble_20bps,0.25,0.5,0.07281369996904143,0.06368832342602379
primary,0.5,0.84375,0.06786687388655935,0.07557113652662825
parameter_ensemble_20bps,0.21875,0.625,0.057372552984641285,0.07349333583188411
primary,0.78125,0.8125,0.0685177428861299,0.07623467880260296
parameter_ensemble_20bps,0.34375,0.5625,0.05592493396879005,0.07491183027038446
primary,0.59375,0.875,0.09245713637229964,0.05651637531081567
parameter_ensemble_20bps,0.28125,0.46875,0.084406054046439,0.0524339904292577
primary,0.8125,0.78125,0.07385986988378868,0.07361428206492894
parameter_ensemble_20bps,0.4375,0.4375,0.07057918984091802,0.0638077139946104
primary,0.90625,0.5,0.07303581868743958,0.07211371399665845
parameter_ensemble_20bps,0.5,0.21875,0.06890500696458968,0.06417273410464307
primary,0.84375,0.71875,0.06546082384197278,0.08682791726637694
parameter_ensemble_20bps,0.5,0.40625,0.0595316226466747,0.08130758442802731
primary,0.90625,0.59375,0.0576033177566782,0.09059858010286254
parameter_ensemble_20bps,0.46875,0.25,0.052466502374117006,0.08405793268919423
primary,0.90625,0.46875,0.07687756347388854,0.06726373553007822
parameter_ensemble_20bps,0.46875,0.25,0.07139640577252976,0.0609429769240366
primary,0.8125,0.625,0.09136839409941218,0.0438837842080175
parameter_ensemble_20bps,0.59375,0.21875,0.08978811638202806,0.03046986861922987
primary,0.78125,0.78125,0.08370706241533314,0.05925854394748264
parameter_ensemble_20bps,0.46875,0.375,0.08036557668079389,0.04820625068061283
primary,0.8125,0.75,0.0773379745871552,0.06657601108490793
parameter_ensemble_20bps,0.5625,0.40625,0.07501350474171165,0.05569162229861862
primary,0.75,0.625,0.09476632567142544,0.037052464026596885
parameter_ensemble_20bps,0.53125,0.25,0.0919507480118203,0.025668941678385078
primary,0.84375,0.46875,0.08317215642394747,0.058147947094882226
parameter_ensemble_20bps,0.53125,0.1875,0.07904093001227071,0.04957227154454226
primary,0.875,0.46875,0.07674145451483326,0.06617853680921573
parameter_ensemble_20bps,0.53125,0.21875,0.07360953762157843,0.05719764086390525
primary,0.84375,0.40625,0.09474154243595169,0.039069117582981774
parameter_ensemble_20bps,0.5,0.21875,0.0912061346432937,0.03027370899618097
primary,0.84375,0.71875,0.06877210490786467,0.07922534070821566
parameter_ensemble_20bps,0.53125,0.28125,0.06375044556756085,0.07244863125533772
primary,0.875,0.46875,0.08672312689093706,0.05227896935230013
parameter_ensemble_20bps,0.46875,0.21875,0.08133520764475867,0.045613763658912225
primary,0.90625,0.46875,0.08056546212834,0.061181632672286775
parameter_ensemble_20bps,0.5,0.25,0.07607771438982378,0.053865904205597157
primary,0.78125,0.6875,0.09132025567852245,0.04605265322589325
parameter_ensemble_20bps,0.46875,0.25,0.0870678044784919,0.038539617854241384
primary,0.75,0.8125,0.0829629677167664,0.057997970026250185
parameter_ensemble_20bps,0.4375,0.4375,0.07687913433556609,0.052858099113220064
primary,0.78125,0.84375,0.07651176413170138,0.06616362609427918
parameter_ensemble_20bps,0.5,0.46875,0.07128442580228879,0.06007062579953923
primary,0.84375,0.71875,0.09482508068127553,0.040093162445902795
parameter_ensemble_20bps,0.46875,0.28125,0.08933885419985615,0.034629675138245615
primary,0.84375,0.5,0.08260158690558471,0.05829352666468591
parameter_ensemble_20bps,0.46875,0.21875,0.0755544538229328,0.054594262826491706
primary,0.84375,0.5,0.07613361862657493,0.06649631349133772
parameter_ensemble_20bps,0.46875,0.25,0.0698891279152233,0.06169007461924954
primary,0.875,0.4375,0.09509925984479536,0.0421558854182674
parameter_ensemble_20bps,0.46875,0.25,0.08874519715039471,0.03820419864212468
primary,0.875,0.75,0.06733952630186886,0.07735058781191978
parameter_ensemble_20bps,0.4375,0.46875,0.05912174628902202,0.07467350120190643
primary,0.90625,0.5,0.08629093157811218,0.0529215604087736
parameter_ensemble_20bps,0.4375,0.28125,0.07798809598934993,0.05117110724102583
primary,0.90625,0.53125,0.08013207297623168,0.06182290694477739
parameter_ensemble_20bps,0.46875,0.28125,0.07253356127239766,0.058696991768958456
primary,0.78125,0.71875,0.10062516620669663,0.028870226766120805
parameter_ensemble_20bps,0.46875,0.25,0.0963316002400174,0.02063549130453781
primary,0.75,0.625,0.09557366898683899,0.04150710079925935
parameter_ensemble_20bps,0.5625,0.25,0.09234018094089433,0.032954206188153264
primary,0.8125,0.5625,0.11264224341087094,0.011513715874550315
parameter_ensemble_20bps,0.5,0.21875,0.1090920430231476,0.0035672609130878814
primary,0.78125,0.84375,0.08675346433464887,0.05223840791673801
parameter_ensemble_20bps,0.46875,0.4375,0.08159114292891406,0.04585883592281027
primary,0.78125,0.78125,0.1038856812310935,0.0213825156242617
parameter_ensemble_20bps,0.46875,0.34375,0.09843753756797384,0.015677189860239884
primary,0.78125,0.6875,0.09903042571873462,0.03557489610563851
parameter_ensemble_20bps,0.5,0.25,0.09456729299731349,0.029048972775298304
primary,0.84375,0.5,0.08666963897884337,0.05328014003455836
parameter_ensemble_20bps,0.5,0.25,0.08058460892646524,0.04841005348427034
primary,0.875,0.4375,0.10431719998324464,0.025256665974322776
parameter_ensemble_20bps,0.5,0.25,0.09806358986569842,0.02138511517784766
primary,0.875,0.46875,0.09965220260498804,0.03807292273153898
parameter_ensemble_20bps,0.5,0.25,0.09438674572155026,0.03307745149628492
primary,0.84375,0.53125,0.09032254085547999,0.04786708096492267
parameter_ensemble_20bps,0.46875,0.25,0.08298444291251007,0.0449371403018355
primary,0.78125,0.78125,0.054050140851397505,0.09599487902501139
parameter_ensemble_20bps,0.375,0.53125,0.05078122971115865,0.08759891343549621
primary,0.53125,0.78125,0.046901222348941694,0.1112174310172005
parameter_ensemble_20bps,0.1875,0.5,0.041828405802930846,0.10541606326126045
primary,0.5625,0.78125,0.037337394309126394,0.11228738784429072
parameter_ensemble_20bps,0.25,0.5,0.03310720397760035,0.10526730442937651
primary,0.75,0.75,0.05835724396463877,0.09220911043540178
parameter_ensemble_20bps,0.21875,0.5,0.053557939736854736,0.08504637719298484
primary,0.84375,0.6875,0.044872574748566506,0.1071320942548597
parameter_ensemble_20bps,0.4375,0.5,0.038724817440286656,0.10234141290868366
primary,0.875,0.71875,0.03478551710867879,0.10968613891460403
parameter_ensemble_20bps,0.40625,0.46875,0.029369968561808305,0.10372589886864984
primary,0.90625,0.59375,0.05691141285229562,0.0901107846942947
parameter_ensemble_20bps,0.40625,0.3125,0.05107310123218067,0.08430873870101885
primary,0.875,0.75,0.027612743996678527,0.12263067761217715
parameter_ensemble_20bps,0.25,0.53125,0.02028297329025349,0.11888138125369024
primary,0.9375,0.6875,0.04939865563718395,0.10377232925969204
parameter_ensemble_20bps,0.4375,0.5,0.04169128838874,0.10015533772709768
primary,0.875,0.6875,0.039888092815015014,0.10637023249647097
parameter_ensemble_20bps,0.4375,0.53125,0.03272669406932008,0.10156149506979761
primary,0.65625,0.84375,0.06533854217697015,0.0851983221944991
parameter_ensemble_20bps,0.375,0.4375,0.06203067619060872,0.07633366959043399
primary,0.84375,0.84375,0.05741829839244356,0.08952991591057669
parameter_ensemble_20bps,0.46875,0.4375,0.05515695087658752,0.0800276832855948
primary,0.84375,0.78125,0.07696017843772213,0.06654666597880811
parameter_ensemble_20bps,0.46875,0.5,0.07408846823680172,0.05677168604885094
primary,0.5,0.90625,0.04989061000069708,0.10317037390021516
parameter_ensemble_20bps,0.28125,0.46875,0.045734990425361055,0.09600398552696203
primary,0.59375,0.84375,0.06927503859399796,0.08092649331522608
parameter_ensemble_20bps,0.21875,0.4375,0.06456013688489803,0.07340939440750405
primary,0.78125,0.8125,0.06173381446293899,0.08552127672037121
parameter_ensemble_20bps,0.4375,0.5,0.05792660370847937,0.07731928190158446
primary,0.9375,0.71875,0.04802171383823125,0.10032317970092938
parameter_ensemble_20bps,0.46875,0.5,0.042819209919601926,0.09431887548256135
primary,0.90625,0.65625,0.06825362024092593,0.0787759986243923
parameter_ensemble_20bps,0.4375,0.375,0.0626024814501261,0.07285441017004951
primary,0.84375,0.46875,0.0605115356112504,0.08431663623462034
parameter_ensemble_20bps,0.4375,0.34375,0.055709770747216884,0.07751927379114948
primary,0.90625,0.6875,0.05257186915532022,0.09670176642132253
parameter_ensemble_20bps,0.4375,0.53125,0.0457919424461754,0.09194433660626222
primary,0.59375,0.84375,0.06362071710586356,0.08235333269781048
parameter_ensemble_20bps,0.25,0.5,0.057262351868382015,0.07775091789885419
primary,0.6875,0.84375,0.05531794420047752,0.08783590104399179
parameter_ensemble_20bps,0.375,0.53125,0.04975704364135631,0.08216222669121545
primary,0.75,0.8125,0.07619749565822292,0.06643023623717095
parameter_ensemble_20bps,0.4375,0.5,0.07033004550680207,0.06115449667430845
primary,0.5625,0.84375,0.04706338611486491,0.09921599472719239
parameter_ensemble_20bps,0.21875,0.5625,0.03954857587527344,0.09570662350736643
primary,0.65625,0.78125,0.06777632887336824,0.0780672164553727
parameter_ensemble_20bps,0.1875,0.53125,0.05998959309513191,0.0749795394160658
primary,0.78125,0.78125,0.059931979486257315,0.08389974978279419
parameter_ensemble_20bps,0.25,0.53125,0.05279401135218367,0.0796103561245111
primary,0.78125,0.75,0.04509474616928333,0.097686710636692
parameter_ensemble_20bps,0.40625,0.5625,0.036193831949047225,0.09506144123773679
primary,0.875,0.71875,0.06685166647963191,0.07732288299117394
parameter_ensemble_20bps,0.40625,0.5,0.057884270935153304,0.0753055167970752
primary,0.75,0.5625,0.0588068169796592,0.0834903034258227
parameter_ensemble_20bps,0.40625,0.3125,0.050353193941432596,0.08022691811915716
primary,0.875,0.75,0.05001040479557183,0.09404067222889897
parameter_ensemble_20bps,0.40625,0.59375,0.03950082386954072,0.09275153995972449
primary,0.75,0.84375,0.06736134974626247,0.07674456728394118
parameter_ensemble_20bps,0.3125,0.53125,0.06195989551100726,0.07096140341778379
primary,0.84375,0.8125,0.08655733762120991,0.05279982369268088
parameter_ensemble_20bps,0.4375,0.5,0.08081396970809918,0.04739192522733882
primary,0.75,0.8125,0.08044299452212046,0.06169334015807136
parameter_ensemble_20bps,0.46875,0.5,0.07564552926049783,0.05540620650887794
primary,0.75,0.8125,0.07150589731169915,0.07232863270519065
parameter_ensemble_20bps,0.21875,0.5,0.06466996478636407,0.06808631435788944
primary,0.8125,0.71875,0.07086764033515079,0.07225409381415535
parameter_ensemble_20bps,0.40625,0.375,0.06289238432584585,0.06914421476915807
primary,0.75,0.71875,0.08692598687598704,0.05285874064147257
parameter_ensemble_20bps,0.5,0.25,0.08412398289177137,0.04325569419667068
primary,0.71875,0.75,0.07840536010894802,0.06436230966226637
parameter_ensemble_20bps,0.375,0.375,0.07382816731788427,0.05729863834101402
primary,0.75,0.71875,0.07156202909241968,0.07175260524559819
parameter_ensemble_20bps,0.5,0.40625,0.06797519367656574,0.06393832286056746
primary,0.78125,0.78125,0.09056708105001886,0.04740511259107949
